"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","returns undefined if graphData is undefined or not a GraphResponse","getExploreTableData","Fri Mar 13 00:57:55 UTC 2026","passed","Fri Mar 13 00:57:55 UTC 2026","","","",""
"Test cases for TestParseOptionalBool","0","TestParseOptionalBool","","Fri Mar 13 00:54:47 UTC 2026","passed","Fri Mar 13 00:54:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBool","TestParseOptionalBool"
"","6","sets autoDisplayTable to false if query type is relationship","useExploreTableAutoDisplay","Fri Mar 13 00:58:49 UTC 2026","passed","Fri Mar 13 00:58:49 UTC 2026","","","",""
"TestMigrator_GenerateManifestAfterVersion builds upon the GenerateManifest testby starting from different version points and spot checking migration counts.","0","TestMigrator_GenerateManifestAfterVersion","","Fri Mar 13 00:55:00 UTC 2026","passed","Fri Mar 13 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestMigrator_GenerateManifestAfterVersion","TestMigrator_GenerateManifestAfterVersion"
"","0","pwdlastset","Handling value formatting for Active Directory entity properties lastlogon, lastlogontimestamp, whencreated, and pwdlastset","Fri Mar 13 00:56:41 UTC 2026","passed","Fri Mar 13 00:56:41 UTC 2026","","","",""
"","2010","should remove the option from the changelog when the corresponding button is clicked","AssetGroupEdit","Fri Mar 13 00:58:19 UTC 2026","passed","Fri Mar 13 00:58:21 UTC 2026","","","",""
"","178","renders a preview version","PrivilegeZonesCypherEditor Search component for Zone Management","Fri Mar 13 00:58:46 UTC 2026","passed","Fri Mar 13 00:58:46 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_Filtered","0","TestManagementResource_ListRoles_Filtered","","Fri Mar 13 00:55:00 UTC 2026","passed","Fri Mar 13 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_Filtered","TestManagementResource_ListRoles_Filtered"
"","0","returns false if arrays have different length","areArraysSimilar","Fri Mar 13 00:59:26 UTC 2026","passed","Fri Mar 13 00:59:26 UTC 2026","","","",""
"Test cases for TestQueries_BuildEntityQueryParams_InvalidSkip","0","TestQueries_BuildEntityQueryParams_InvalidSkip","","Fri Mar 13 00:55:04 UTC 2026","passed","Fri Mar 13 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_InvalidSkip","TestQueries_BuildEntityQueryParams_InvalidSkip"
"","62","clears selected if same note is clicked again","NoteCell component","Fri Mar 13 00:58:34 UTC 2026","passed","Fri Mar 13 00:58:34 UTC 2026","","","",""
"","603","displays correct content based on platform filter AD","CommonSearches","Fri Mar 13 00:56:39 UTC 2026","passed","Fri Mar 13 00:56:39 UTC 2026","","","",""
"Test cases for TestDefineNodeName","0","TestDefineNodeName","","Fri Mar 13 00:55:22 UTC 2026","passed","Fri Mar 13 00:55:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineNodeName","TestDefineNodeName"
"","64","collapses an open item when its header is clicked again","<DetailsAccordion />","Fri Mar 13 00:56:33 UTC 2026","passed","Fri Mar 13 00:56:34 UTC 2026","","","",""
"Test cases for TestGenerateRandomBase64String","0","TestGenerateRandomBase64String","","Fri Mar 13 00:54:57 UTC 2026","passed","Fri Mar 13 00:54:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestGenerateRandomBase64String","TestGenerateRandomBase64String"
"Test cases for TestRequestWaitDuration_Failure","0","TestRequestWaitDuration_Failure","","Fri Mar 13 00:54:49 UTC 2026","passed","Fri Mar 13 00:54:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestRequestWaitDuration_Failure","TestRequestWaitDuration_Failure"
"","1716","should open edge filtering dialog","EdgeFilter","Fri Mar 13 00:57:36 UTC 2026","passed","Fri Mar 13 00:57:38 UTC 2026","","","",""
"","242","navigates to all rules when clicking ""All Rules""","RulesAccordion","Fri Mar 13 00:58:00 UTC 2026","passed","Fri Mar 13 00:58:00 UTC 2026","","","",""
"Test cases for TestFilterStructSlice","0","TestFilterStructSlice","","Fri Mar 13 00:54:47 UTC 2026","passed","Fri Mar 13 00:54:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFilterStructSlice","TestFilterStructSlice"
"","45","displays security warning","Enable2FADialog","Fri Mar 13 00:58:33 UTC 2026","passed","Fri Mar 13 00:58:33 UTC 2026","","","",""
"","78","indicates that filters are active","AssetGroupEdit","Fri Mar 13 00:56:44 UTC 2026","passed","Fri Mar 13 00:56:44 UTC 2026","","","",""
"","665","displays correct content based on platform filter Azure","CommonSearches","Fri Mar 13 00:56:38 UTC 2026","passed","Fri Mar 13 00:56:39 UTC 2026","","","",""
"","42","the queries in the list only include nodes and edges that are defined in our schema","common search list","Fri Mar 13 00:59:24 UTC 2026","passed","Fri Mar 13 00:59:24 UTC 2026","","","",""
