"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TestRegister_RoutesRequireAuthentication dispatches real unauthenticated requeststhrough the wired router to verify that the registered routes are guarded byauthentication middleware. If the route wireup ever loses RequirePermissions,this test will fail.","0","TestRegister_RoutesRequireAuthentication","","Wed Jul 22 00:55:13 UTC 2026","passed","Wed Jul 22 00:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/identity/internal/routes/TestRegister_RoutesRequireAuthentication","TestRegister_RoutesRequireAuthentication"
"","345","should call ""onSave"" one time","Enable2FADialog","Wed Jul 22 00:59:02 UTC 2026","passed","Wed Jul 22 00:59:03 UTC 2026","user clicks ""Disable Multi-Factor Authentication"" button","user enters valid password","",""
"Test cases for TestArgon2_Digest","0","TestArgon2_Digest","","Wed Jul 22 00:55:08 UTC 2026","passed","Wed Jul 22 00:55:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/crypto/TestArgon2_Digest","TestArgon2_Digest"
"","77","collapses an open item when its header is clicked again","<DetailsAccordion />","Wed Jul 22 00:57:27 UTC 2026","passed","Wed Jul 22 00:57:27 UTC 2026","","","",""
"Test cases for TestGC_Start","0","TestGC_Start","","Wed Jul 22 00:55:05 UTC 2026","passed","Wed Jul 22 00:55:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/gc/TestGC_Start","TestGC_Start"
"","9130","checking a category updates all children and grandchildren","Pathfinding","Wed Jul 22 00:56:19 UTC 2026","passed","Wed Jul 22 00:56:28 UTC 2026","","","",""
"Test cases for TestGetVersion","0","TestGetVersion","","Wed Jul 22 00:55:03 UTC 2026","passed","Wed Jul 22 00:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetVersion","TestGetVersion"
"","248","renders the Import Query Dialog","ImportQueryDialog","Wed Jul 22 01:00:04 UTC 2026","passed","Wed Jul 22 01:00:04 UTC 2026","","","",""
"Test cases for TestWriteArchiveFileToStorage","0","TestWriteArchiveFileToStorage","","Wed Jul 22 00:55:06 UTC 2026","passed","Wed Jul 22 00:55:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestWriteArchiveFileToStorage","TestWriteArchiveFileToStorage"
"Copyright 2021 The Go Authors. All rights reserved.TestConcat was ripped from go1.22 source and should be replaced with the stdlib implementation when we move to 1.22Original source: https:","0","TestConcat_too_large","","Wed Jul 22 00:55:09 UTC 2026","passed","Wed Jul 22 00:55:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestConcat_too_large","TestConcat_too_large"
"","11","disables the upload button and does not populate a table if the user lacks the permission","File Upload","Wed Jul 22 00:57:45 UTC 2026","passed","Wed Jul 22 00:57:45 UTC 2026","","","",""
"","11","makes no count request when neither a Tag or Rule is selected (tagId and ruleId are undefined from path params","useObjectCounts","Wed Jul 22 00:59:45 UTC 2026","passed","Wed Jul 22 00:59:45 UTC 2026","","","",""
"","266","shows all extensions when search is cleared","ActiveExtensionsCard","Wed Jul 22 00:56:10 UTC 2026","passed","Wed Jul 22 00:56:11 UTC 2026","","","",""
"Test cases for TestManagementResource_SSOCallbackHandler","18","TestManagementResource_SSOCallbackHandler","","Wed Jul 22 00:55:04 UTC 2026","passed","Wed Jul 22 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SSOCallbackHandler","TestManagementResource_SSOCallbackHandler"
"","57","renders the analysis toggle when multi tier analysis enabled is true and when editing an existing zone","Tag Form","Wed Jul 22 00:55:49 UTC 2026","passed","Wed Jul 22 00:55:49 UTC 2026","","","",""
"Test cases for TestRegister","0","TestRegister","","Wed Jul 22 00:55:13 UTC 2026","passed","Wed Jul 22 00:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/identity/internal/routes/TestRegister","TestRegister"
"","428","handles a selection as expected","DropdownSelector","Wed Jul 22 00:59:04 UTC 2026","passed","Wed Jul 22 00:59:05 UTC 2026","","","",""
"","57","clicking a disabled header does not toggle content","<DetailsAccordion />","Wed Jul 22 00:57:27 UTC 2026","passed","Wed Jul 22 00:57:27 UTC 2026","","","",""
"","310","Close button click causes the callback function to be called","ExploreTable","Wed Jul 22 00:55:50 UTC 2026","passed","Wed Jul 22 00:55:50 UTC 2026","","","",""
