"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestFloatInfNaN","0","TestFloatInfNaN","","Tue Jun 30 00:55:03 UTC 2026","passed","Tue Jun 30 00:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatInfNaN","TestFloatInfNaN"
"Test cases for TestSavedQueries_IsSortable","0","TestSavedQueries_IsSortable","","Tue Jun 30 00:55:04 UTC 2026","passed","Tue Jun 30 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestSavedQueries_IsSortable","TestSavedQueries_IsSortable"
"","1","does not overwrite an existing localStorage value with initialValue","useLocalStorage","Tue Jun 30 00:58:13 UTC 2026","passed","Tue Jun 30 00:58:13 UTC 2026","","initial value","",""
"Test cases for TestResources_ListADCSEscalations","0","TestResources_ListADCSEscalations","","Tue Jun 30 00:54:58 UTC 2026","passed","Tue Jun 30 00:54:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADCSEscalations","TestResources_ListADCSEscalations"
"Test cases for TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","0","TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","","Tue Jun 30 00:55:04 UTC 2026","passed","Tue Jun 30 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn"
"Test cases for Test_ConvertAppFederatedIdentityCredential","0","Test_ConvertAppFederatedIdentityCredential","","Tue Jun 30 00:55:26 UTC 2026","passed","Tue Jun 30 00:55:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/Test_ConvertAppFederatedIdentityCredential","Test_ConvertAppFederatedIdentityCredential"
"Test cases for TestClearLocalIngestScratch","23","TestClearLocalIngestScratch","","Tue Jun 30 00:55:00 UTC 2026","passed","Tue Jun 30 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestClearLocalIngestScratch","TestClearLocalIngestScratch"
"Test cases for TestFloatFromPtr","0","TestFloatFromPtr","","Tue Jun 30 00:55:03 UTC 2026","passed","Tue Jun 30 00:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatFromPtr","TestFloatFromPtr"
"","113","disables the JSON button if the JSON is empty","GraphControls","Tue Jun 30 00:56:12 UTC 2026","passed","Tue Jun 30 00:56:12 UTC 2026","","Exporting json","",""
"","9","does not return when label limit is not reached","useTagLimits","Tue Jun 30 00:56:29 UTC 2026","passed","Tue Jun 30 00:56:29 UTC 2026","","","",""
"Copyright 2021 The Go Authors. All rights reserved.TestConcat was ripped from go1.22 source and should be replaced with the stdlib implementation when we move to 1.22Original source: https:","0","TestConcat_too_large","","Tue Jun 30 00:55:41 UTC 2026","passed","Tue Jun 30 00:55:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestConcat_too_large","TestConcat_too_large"
"","409","should render a SaveQueryDialog","SaveQueryDialog","Tue Jun 30 00:55:44 UTC 2026","passed","Tue Jun 30 00:55:45 UTC 2026","","","",""
"Test cases for TestLocalStore_Put","68","TestLocalStore_Put","","Tue Jun 30 00:55:45 UTC 2026","passed","Tue Jun 30 00:55:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestLocalStore_Put","TestLocalStore_Put"
"Test cases for TestTracker_HasEdge_DuplicateCalls","0","TestTracker_HasEdge_DuplicateCalls","","Tue Jun 30 00:55:25 UTC 2026","passed","Tue Jun 30 00:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/post/TestTracker_HasEdge_DuplicateCalls","TestTracker_HasEdge_DuplicateCalls"
"Test cases for TestAnalysisStepsJSON","7","TestAnalysisStepsJSON","","Tue Jun 30 00:55:04 UTC 2026","passed","Tue Jun 30 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestAnalysisStepsJSON","TestAnalysisStepsJSON"
"","6","clears an ascending sort when sorting the same column","useSortParams","Tue Jun 30 00:59:25 UTC 2026","passed","Tue Jun 30 00:59:25 UTC 2026","","","",""
"","50","invalidates the extensions query key when upload succeeds","useSchemaUploadHandlers","Tue Jun 30 01:00:46 UTC 2026","passed","Tue Jun 30 01:00:46 UTC 2026","","","",""
"","9","updates key in state","useObjectState","Tue Jun 30 01:00:13 UTC 2026","passed","Tue Jun 30 01:00:13 UTC 2026","","","",""
"Test cases for TestInt64ValueOrZero","0","TestInt64ValueOrZero","","Tue Jun 30 00:55:04 UTC 2026","passed","Tue Jun 30 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64ValueOrZero","TestInt64ValueOrZero"
"","225","should render","NoDataDialog","Tue Jun 30 01:00:59 UTC 2026","passed","Tue Jun 30 01:01:00 UTC 2026","","","",""
"Test cases for TestRegister","0","TestRegister","","Tue Jun 30 00:55:46 UTC 2026","passed","Tue Jun 30 00:55:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/analysis/TestRegister","TestRegister"
"Test cases for TestCreateUser_ETAC","3611","TestCreateUser_ETAC","","Tue Jun 30 00:55:06 UTC 2026","passed","Tue Jun 30 00:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_ETAC","TestCreateUser_ETAC"
"","0","returns true if arrays are equal","areArraysSimilar","Tue Jun 30 01:00:36 UTC 2026","passed","Tue Jun 30 01:00:36 UTC 2026","","","",""
