"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","returns paramValue as EnvironmentAggregation for unknown values (custom types)","useEnvironmentParams","Sat Apr 11 01:00:41 UTC 2026","passed","Sat Apr 11 01:00:41 UTC 2026","","parseEnvironmentAggregation","",""
"","63","populates the node search field when the 'primarySearch' query param is set","useNodeSearch","Sat Apr 11 00:59:43 UTC 2026","passed","Sat Apr 11 00:59:43 UTC 2026","","","",""
"","612","displays a Upload Files button","FileIngest","Sat Apr 11 00:59:54 UTC 2026","passed","Sat Apr 11 00:59:54 UTC 2026","","","",""
"","1921","should clear out the SSO Provider id from submission data when the authentication method is changed","CreateUserDialog","Sat Apr 11 00:56:35 UTC 2026","passed","Sat Apr 11 00:56:37 UTC 2026","","","",""
"Test cases for TestTypes_Scan_InvalidInput","0","TestTypes_Scan_InvalidInput","","Sat Apr 11 00:55:03 UTC 2026","passed","Sat Apr 11 00:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Scan_InvalidInput","TestTypes_Scan_InvalidInput"
"Test cases for TestParseLimitQueryParameter_BadFormat","0","TestParseLimitQueryParameter_BadFormat","","Sat Apr 11 00:55:00 UTC 2026","passed","Sat Apr 11 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseLimitQueryParameter_BadFormat","TestParseLimitQueryParameter_BadFormat"
"","336","has user filters","FileIngestFilterDialog","Sat Apr 11 00:56:49 UTC 2026","passed","Sat Apr 11 00:56:49 UTC 2026","","User Select","",""
"Test cases for TestResources_DeleteSavedQuery_NotPublicQueryAndUserIsAdmin","0","TestResources_DeleteSavedQuery_NotPublicQueryAndUserIsAdmin","","Sat Apr 11 00:55:00 UTC 2026","passed","Sat Apr 11 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_NotPublicQueryAndUserIsAdmin","TestResources_DeleteSavedQuery_NotPublicQueryAndUserIsAdmin"
"","74","renders highlight for the active tag","SelectedHighlight","Sat Apr 11 00:59:51 UTC 2026","passed","Sat Apr 11 00:59:51 UTC 2026","","","",""
"","81","Calls the `Base` endpoint for a LocalGroup type node","EntityObjectInformation","Sat Apr 11 00:58:28 UTC 2026","passed","Sat Apr 11 00:58:28 UTC 2026","","","",""
"Test cases for TestResources_ListAssetGroups","1","TestResources_ListAssetGroups","","Sat Apr 11 00:55:00 UTC 2026","passed","Sat Apr 11 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroups","TestResources_ListAssetGroups"
"Test cases for Test_ParseAndValidatePayload","7","Test_ParseAndValidatePayload","","Sat Apr 11 00:55:11 UTC 2026","passed","Sat Apr 11 00:55:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/Test_ParseAndValidatePayload","Test_ParseAndValidatePayload"
"","194","calls exportToJson util when valid non a empty object is passed as the jsonData prop","GraphControls","Sat Apr 11 00:56:44 UTC 2026","passed","Sat Apr 11 00:56:44 UTC 2026","","Exporting json","",""
"Test cases for TestParseVersion","0","TestParseVersion","","Sat Apr 11 00:55:26 UTC 2026","passed","Sat Apr 11 00:55:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/version/TestParseVersion","TestParseVersion"
"Test cases for TestUnifiedGraph_AddPathSet","0","TestUnifiedGraph_AddPathSet","","Sat Apr 11 00:55:04 UTC 2026","passed","Sat Apr 11 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestUnifiedGraph_AddPathSet","TestUnifiedGraph_AddPathSet"
"","27","Calls the cypher search endpoint for a node that is hidden from user with not all environments access","EntityObjectInformation","Sat Apr 11 00:58:28 UTC 2026","passed","Sat Apr 11 00:58:28 UTC 2026","","","",""
"Test cases for TestNewNodeNamePrefix","0","TestNewNodeNamePrefix","","Sat Apr 11 00:55:26 UTC 2026","passed","Sat Apr 11 00:55:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestNewNodeNamePrefix","TestNewNodeNamePrefix"
"Test cases for TestResources_CreateSavedQuery_EmptyBody","0","TestResources_CreateSavedQuery_EmptyBody","","Sat Apr 11 00:55:00 UTC 2026","passed","Sat Apr 11 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_EmptyBody","TestResources_CreateSavedQuery_EmptyBody"
"Test cases for TestGetSkipParamForGraphQuery","0","TestGetSkipParamForGraphQuery","","Sat Apr 11 00:55:25 UTC 2026","passed","Sat Apr 11 00:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGetSkipParamForGraphQuery","TestGetSkipParamForGraphQuery"
"","3","matches all AD edges","Make sure pathfinding filterable edges match schemagen","Sat Apr 11 01:00:42 UTC 2026","passed","Sat Apr 11 01:00:42 UTC 2026","","","",""
"","460","On successful upload, displays a completion of 100% and adds a ""Complete"" button that closes the dialog","SchemaUploadDialog","Sat Apr 11 00:57:13 UTC 2026","passed","Sat Apr 11 00:57:14 UTC 2026","","","",""
"","509","accepts a valid file and allows the user to continue through the upload process","File Upload","Sat Apr 11 00:58:09 UTC 2026","passed","Sat Apr 11 00:58:09 UTC 2026","","","",""
"Test cases for TestDurationValidator","0","TestDurationValidator","","Sat Apr 11 00:55:25 UTC 2026","passed","Sat Apr 11 00:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestDurationValidator","TestDurationValidator"
"Test cases for TestExpireUserAuthSecret_Success","0","TestExpireUserAuthSecret_Success","","Sat Apr 11 00:55:06 UTC 2026","passed","Sat Apr 11 00:55:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestExpireUserAuthSecret_Success","TestExpireUserAuthSecret_Success"
"","63","should render a navigation list item","MainNav","Sat Apr 11 00:57:39 UTC 2026","passed","Sat Apr 11 00:57:39 UTC 2026","","","",""
"","102","should display the ""Authentication"" header","UserProfile","Sat Apr 11 00:57:31 UTC 2026","passed","Sat Apr 11 00:57:31 UTC 2026","","","",""
"Test cases for TestManagementResource_DeleteUser_BadUserID","0","TestManagementResource_DeleteUser_BadUserID","","Sat Apr 11 00:55:22 UTC 2026","passed","Sat Apr 11 00:55:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_BadUserID","TestManagementResource_DeleteUser_BadUserID"
"Test cases for TestSavedQueries_IsSortable","0","TestSavedQueries_IsSortable","","Sat Apr 11 00:55:04 UTC 2026","passed","Sat Apr 11 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestSavedQueries_IsSortable","TestSavedQueries_IsSortable"
"Test cases for TestCacheEntryDigester_DigestEndpoint_JSONMarshalError","0","TestCacheEntryDigester_DigestEndpoint_JSONMarshalError","","Sat Apr 11 00:55:08 UTC 2026","passed","Sat Apr 11 00:55:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestCacheEntryDigester_DigestEndpoint_JSONMarshalError","TestCacheEntryDigester_DigestEndpoint_JSONMarshalError"
"","62","renders note header correctly","HistoryNotes Component","Sat Apr 11 01:00:26 UTC 2026","passed","Sat Apr 11 01:00:26 UTC 2026","","","",""
"Test cases for TestCache_Reset","0","TestCache_Reset","","Sat Apr 11 00:55:26 UTC 2026","passed","Sat Apr 11 00:55:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Reset","TestCache_Reset"
"Test cases for TestResources_CreateSavedQuery","0","TestResources_CreateSavedQuery","","Sat Apr 11 00:55:00 UTC 2026","passed","Sat Apr 11 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery","TestResources_CreateSavedQuery"
