"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","308","opens confirmation dialog when delete button is clicked","ActiveExtensionsCard","Wed May 06 18:57:10 UTC 2026","passed","Wed May 06 18:57:10 UTC 2026","","","",""
"Test cases for TestSignRequestTeeFailure","0","TestSignRequestTeeFailure","","Wed May 06 18:55:34 UTC 2026","passed","Wed May 06 18:55:34 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestTeeFailure","TestSignRequestTeeFailure"
"","19","renders correctly when an unexpected nodeType is passed","NodeIcon","Wed May 06 19:01:08 UTC 2026","passed","Wed May 06 19:01:08 UTC 2026","","","",""
"","1424","should disable save button while input is empty","SaveQueryDialog","Wed May 06 18:56:49 UTC 2026","passed","Wed May 06 18:56:51 UTC 2026","","","",""
"","1","filters by collected=false when ""no"" filter is active","filterAndSearchEnvironments","Wed May 06 18:57:03 UTC 2026","passed","Wed May 06 18:57:03 UTC 2026","","collected filters","",""
"Test cases for TestDatabase_checkError_OtherError","0","TestDatabase_checkError_OtherError","","Wed May 06 18:55:58 UTC 2026","passed","Wed May 06 18:55:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_checkError_OtherError","TestDatabase_checkError_OtherError"
"","3008","Kebab menu click causes the callback function to be called with the correct parameters","ExploreTable","Wed May 06 18:56:58 UTC 2026","passed","Wed May 06 18:57:01 UTC 2026","","","",""
"","2","succeeds for valid password","testPassword","Wed May 06 19:01:48 UTC 2026","passed","Wed May 06 19:01:48 UTC 2026","","","",""
"","265","sets a secondary=id and searchType=pathfinding when primary is truethy","ContextMenu","Wed May 06 18:58:21 UTC 2026","passed","Wed May 06 18:58:21 UTC 2026","","","",""
"","240","handles creating a new label","Tag Form","Wed May 06 18:56:52 UTC 2026","passed","Wed May 06 18:56:52 UTC 2026","","","",""
"","182","should render action list item that handles a function","MainNav","Wed May 06 18:58:57 UTC 2026","passed","Wed May 06 18:58:57 UTC 2026","","","",""
"Test cases for TestAddWhereClauseToNeo4jQuery_WithWhereClause","0","TestAddWhereClauseToNeo4jQuery_WithWhereClause","","Wed May 06 18:55:57 UTC 2026","passed","Wed May 06 18:55:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestAddWhereClauseToNeo4jQuery_WithWhereClause","TestAddWhereClauseToNeo4jQuery_WithWhereClause"
"","83","applies correct dynamic height based on filtered data","ActiveExtensionsCard","Wed May 06 18:57:10 UTC 2026","passed","Wed May 06 18:57:10 UTC 2026","","","",""
"","344","should render","Rule Object Select","Wed May 06 19:00:25 UTC 2026","passed","Wed May 06 19:00:26 UTC 2026","","","",""
"","0","should handle the well formed entities","Evaluating the entity display name from a given entity","Wed May 06 18:58:33 UTC 2026","passed","Wed May 06 18:58:33 UTC 2026","","","",""
"","64","should navigate to the correct page on alt + digit keydown","Keyboard shortcuts","Wed May 06 18:58:57 UTC 2026","passed","Wed May 06 18:58:57 UTC 2026","","","",""
"Test cases for TestResources_GetRootCAEntityInfo","287","TestResources_GetRootCAEntityInfo","","Wed May 06 18:55:57 UTC 2026","passed","Wed May 06 18:55:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetRootCAEntityInfo","TestResources_GetRootCAEntityInfo"
"","231","shows ""Clear All"" when all columns are selected","ManageColumnsComboBox","Wed May 06 18:58:28 UTC 2026","passed","Wed May 06 18:58:28 UTC 2026","","","",""
"","4","isLoading returns as expected based on all queries combined","queriesAreLoadingOrErrored","Wed May 06 19:01:47 UTC 2026","passed","Wed May 06 19:01:47 UTC 2026","","","",""
"","765","should initiate data loading when an item is selected","Simple Environment Selector","Wed May 06 18:58:51 UTC 2026","passed","Wed May 06 18:58:52 UTC 2026","","","",""
"Test cases for Test_UseFixture","0","Test_UseFixture","","Wed May 06 18:56:22 UTC 2026","passed","Wed May 06 18:56:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_UseFixture","Test_UseFixture"
"","203","closes the dropdown when clicking outside","ManageColumnsComboBox","Wed May 06 18:58:29 UTC 2026","passed","Wed May 06 18:58:29 UTC 2026","","","",""
"","25","whencreated","Handling value formatting for Active Directory entity properties lastlogon, lastlogontimestamp, whencreated, and pwdlastset","Wed May 06 18:58:33 UTC 2026","passed","Wed May 06 18:58:33 UTC 2026","","","",""
"Test cases for TestResources_GetAIACAEntityInfo","291","TestResources_GetAIACAEntityInfo","","Wed May 06 18:55:57 UTC 2026","passed","Wed May 06 18:55:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAIACAEntityInfo","TestResources_GetAIACAEntityInfo"
"Test cases for TestParseHeaderValues","0","TestParseHeaderValues","","Wed May 06 18:55:49 UTC 2026","passed","Wed May 06 18:55:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParseHeaderValues","TestParseHeaderValues"
"","139","disables the Columns button when the disabled prop is true","ManageColumnsComboBox","Wed May 06 18:58:27 UTC 2026","passed","Wed May 06 18:58:27 UTC 2026","","","",""
"","13","does not include OpenGraph edges when the associated feature flag is disabled","useEdgeCategories","Wed May 06 18:58:44 UTC 2026","passed","Wed May 06 18:58:44 UTC 2026","","","",""
"","16","should render when search string at the end of the text","HighlightedText","Wed May 06 19:01:03 UTC 2026","passed","Wed May 06 19:01:03 UTC 2026","","","",""
"","136","temporarily displays the checkmark icon after clicking copy","ExploreTableDataCell","Wed May 06 19:01:07 UTC 2026","passed","Wed May 06 19:01:07 UTC 2026","","","",""
"","110","should call onCancel when return to login button clicked","OneTimePasscodeForm","Wed May 06 19:00:59 UTC 2026","passed","Wed May 06 19:00:59 UTC 2026","","","",""
"","1","returns a comma separated number when provided with a number > 999","numberFormatting","Wed May 06 18:59:39 UTC 2026","passed","Wed May 06 18:59:39 UTC 2026","","","",""
"Test cases for TestFloatScan","0","TestFloatScan","","Wed May 06 18:55:58 UTC 2026","passed","Wed May 06 18:55:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatScan","TestFloatScan"
"","249","Selecting an edge with a Computer target node that does not have haslaps enabled shows correct Windows Abuse text","EdgeInfoContent","Wed May 06 18:57:10 UTC 2026","passed","Wed May 06 18:57:11 UTC 2026","","","",""
"","2","determines glyphs with the tier_managent_engine feature flag disabled","getNodeGlyphs","Wed May 06 19:02:31 UTC 2026","passed","Wed May 06 19:02:31 UTC 2026","","","",""
"Test cases for TestDomainSelectors_TestIsSortable","0","TestDomainSelectors_TestIsSortable","","Wed May 06 18:55:59 UTC 2026","passed","Wed May 06 18:55:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_TestIsSortable","TestDomainSelectors_TestIsSortable"
"","62","correctly handles the hygiene ID with value 0 by not omitting it in the params value even though 0 is falsey","usePZQueryParams","Wed May 06 18:59:56 UTC 2026","passed","Wed May 06 18:59:56 UTC 2026","","","",""
"Test cases for TestManagementResource_SanitizeAndGetRoles","0","TestManagementResource_SanitizeAndGetRoles","","Wed May 06 18:56:41 UTC 2026","passed","Wed May 06 18:56:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SanitizeAndGetRoles","TestManagementResource_SanitizeAndGetRoles"
"","3185","Clicking on a row causes row to be selected","ExploreTable","Wed May 06 18:56:55 UTC 2026","passed","Wed May 06 18:56:58 UTC 2026","","","",""
"Test cases for TestPasswordValidator","0","TestPasswordValidator","","Wed May 06 18:56:20 UTC 2026","passed","Wed May 06 18:56:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestPasswordValidator","TestPasswordValidator"
"","359","renders the Import Query Dialog","ImportQueryDialog","Wed May 06 19:01:40 UTC 2026","passed","Wed May 06 19:01:40 UTC 2026","","","",""
"Test cases for TestAddOwnerRoleIDs","0","TestAddOwnerRoleIDs","","Wed May 06 18:56:20 UTC 2026","passed","Wed May 06 18:56:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestAddOwnerRoleIDs","TestAddOwnerRoleIDs"
"","912","renders the form for editing an existing rule","Rule Form","Wed May 06 18:57:07 UTC 2026","passed","Wed May 06 18:57:08 UTC 2026","","","",""
"","147","fires editQuery in context provider","ListItemActionMenu","Wed May 06 19:00:16 UTC 2026","passed","Wed May 06 19:00:16 UTC 2026","","","",""
"Test cases for TestBoolEqual","0","TestBoolEqual","","Wed May 06 18:55:58 UTC 2026","passed","Wed May 06 18:55:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolEqual","TestBoolEqual"
"","289","prevents a user from proceeding if the file is not valid","ImportQueryDialog","Wed May 06 19:01:40 UTC 2026","passed","Wed May 06 19:01:41 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_NotAUserAuth","0","TestResources_UpdateSavedQuery_NotAUserAuth","","Wed May 06 18:55:57 UTC 2026","passed","Wed May 06 18:55:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_NotAUserAuth","TestResources_UpdateSavedQuery_NotAUserAuth"
"Test cases for TestOverwriteQueryParamIfHeaderAndParamExist","3","TestOverwriteQueryParamIfHeaderAndParamExist","","Wed May 06 18:56:20 UTC 2026","passed","Wed May 06 18:56:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestOverwriteQueryParamIfHeaderAndParamExist","TestOverwriteQueryParamIfHeaderAndParamExist"
"","16","displays CaretDownOutline icon when the sortOrder is undefined","ColumnHeaders","Wed May 06 18:59:36 UTC 2026","passed","Wed May 06 18:59:36 UTC 2026","","SortableHeader","",""
"Test cases for TestUnmarshalTimeText","0","TestUnmarshalTimeText","","Wed May 06 18:55:58 UTC 2026","passed","Wed May 06 18:55:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalTimeText","TestUnmarshalTimeText"
"","0","reports an Object ID-specific error when editing a rule and ruleType is SeedTypeObjectId and seeds are required","handleError","Wed May 06 18:58:06 UTC 2026","passed","Wed May 06 18:58:06 UTC 2026","","","",""
"","10","does not return when zone limit is not reached","useTagLimits","Wed May 06 18:57:19 UTC 2026","passed","Wed May 06 18:57:19 UTC 2026","","","",""
"Test cases for TestCopyMatchExpressionsSorted","0","TestCopyMatchExpressionsSorted","","Wed May 06 18:56:02 UTC 2026","passed","Wed May 06 18:56:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestCopyMatchExpressionsSorted","TestCopyMatchExpressionsSorted"
"","0","returns undefined if paramValue is not an expected value","useExploreParams","Wed May 06 19:01:52 UTC 2026","passed","Wed May 06 19:01:52 UTC 2026","","parseSearchType","",""
"","164","should have a disabled continue button","TagToZoneLabelDialog","Wed May 06 18:59:44 UTC 2026","passed","Wed May 06 18:59:44 UTC 2026","","","",""
"","9","should not render when data is present","NoDataDialog","Wed May 06 19:01:45 UTC 2026","passed","Wed May 06 19:01:45 UTC 2026","","","",""
"Test cases for TestResources_CreateAssetGroup","5","TestResources_CreateAssetGroup","","Wed May 06 18:55:57 UTC 2026","passed","Wed May 06 18:55:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateAssetGroup","TestResources_CreateAssetGroup"
"","2412","handles delete by source kind","DatabaseManagement","Wed May 06 19:02:21 UTC 2026","passed","Wed May 06 19:02:23 UTC 2026","","","",""
"","277","sets the calendar date to match the valid","ManagedDatePicker - value","Wed May 06 18:59:33 UTC 2026","passed","Wed May 06 18:59:34 UTC 2026","","","",""
"","100","continue button is disabled when no SSO provider has been selected","LoginViaSSOForm","Wed May 06 19:00:13 UTC 2026","passed","Wed May 06 19:00:13 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroup","0","TestResources_GetAssetGroup","","Wed May 06 18:55:57 UTC 2026","passed","Wed May 06 18:55:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroup","TestResources_GetAssetGroup"
"","258","Trying to view the edge info does not crash the app when selecting an unrecognized edge","EdgeInfoContent","Wed May 06 18:57:10 UTC 2026","passed","Wed May 06 18:57:10 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles","0","TestManagementResource_ListRoles","","Wed May 06 18:56:03 UTC 2026","passed","Wed May 06 18:56:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles","TestManagementResource_ListRoles"
"Test cases for TestQueries_BuildEntityQueryParams_MissingObjectID","0","TestQueries_BuildEntityQueryParams_MissingObjectID","","Wed May 06 18:56:00 UTC 2026","passed","Wed May 06 18:56:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_MissingObjectID","TestQueries_BuildEntityQueryParams_MissingObjectID"
