"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","481","shows the provided tooltip text when the tooltip prop is set","GraphMenu","2026-09-18","passed","2026-09-18","","","",""
"Test cases for TestAddWhereClauseToNeo4jQuery_WithWhereClause","0","TestAddWhereClauseToNeo4jQuery_WithWhereClause","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestAddWhereClauseToNeo4jQuery_WithWhereClause","TestAddWhereClauseToNeo4jQuery_WithWhereClause"
"Test cases for TestMarshalInt64Text","0","TestMarshalInt64Text","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalInt64Text","TestMarshalInt64Text"
"","140","closes the dialog when the ""Cancel"" button is clicked","SchemaUploadDialog","2026-09-18","passed","2026-09-18","","","",""
"","6","displays lastlogontimestamp cell as UNKNOWN when the value is 0","ExploreTableDataCell","2026-09-18","passed","2026-09-18","","","",""
"","45","does not render count for a selected zone if prop is not set","DynamicDetails","2026-09-18","passed","2026-09-18","","","",""
"TestRegister_RoutesRequireAuthentication dispatches real unauthenticatedrequests through the wired router to verify that every registered extensionsroute is guarded by authentication middleware. If the route wireup everloses RequirePermissions(), this test will fail.","7","TestRegister_RoutesRequireAuthentication","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/server/extensions/internal/routes/TestRegister_RoutesRequireAuthentication","TestRegister_RoutesRequireAuthentication"
"","251","toggles sort order when clicking sortable header","ObjectsAccordion","2026-09-18","passed","2026-09-18","","","",""
"Test cases for Test_SetApplicationConfiguration","3","Test_SetApplicationConfiguration","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_SetApplicationConfiguration","Test_SetApplicationConfiguration"
"Test cases for TestArgon2_ParseDigest","0","TestArgon2_ParseDigest","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/packages/go/crypto/TestArgon2_ParseDigest","TestArgon2_ParseDigest"
"Test cases for TestActivateMFA_Failure","654","TestActivateMFA_Failure","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestActivateMFA_Failure","TestActivateMFA_Failure"
"Test cases for Test_filterAndFormatSearchResults_filterEnvironments","0","Test_filterAndFormatSearchResults_filterEnvironments","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_filterAndFormatSearchResults_filterEnvironments","Test_filterAndFormatSearchResults_filterEnvironments"
"","17","does not render a distinguishe name line when it is missing","SearchResultItem","2026-09-18","passed","2026-09-18","","","",""
"","136","fires onSelect prop when a result is clicked","SearchCurrentNodes","2026-09-18","passed","2026-09-18","","","",""
"Test cases for TestNewStrictNamedArrayArgs","1","TestNewStrictNamedArrayArgs","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestNewStrictNamedArrayArgs","TestNewStrictNamedArrayArgs"
"Test cases for Test_filterAndFormatSearchResults_filterEnvironmentsEmpty","0","Test_filterAndFormatSearchResults_filterEnvironmentsEmpty","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_filterAndFormatSearchResults_filterEnvironmentsEmpty","Test_filterAndFormatSearchResults_filterEnvironmentsEmpty"
"Test cases for TestRequestWaitDuration","0","TestRequestWaitDuration","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestRequestWaitDuration","TestRequestWaitDuration"
"","3","checks whether more data is needed when loadedCount changes","useInfiniteScroll","2026-09-18","passed","2026-09-18","","","",""
"","144","fires delete when edit is clicked","ListItemActionMenu","2026-09-18","passed","2026-09-18","","","",""
"","6","does not return when zone limit is not reached","useTagLimits","2026-09-18","passed","2026-09-18","","","",""
"","0","separates node and relationship stats","getMetricStatsByType","2026-09-18","passed","2026-09-18","","","",""
