"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","770","should not allow the input to exceed the allowed length","UpdateUserForm","Fri Feb 13 06:56:18 UTC 2026","passed","Fri Feb 13 06:56:18 UTC 2026","","","",""
"Test cases for TestResources_ListADGPOAffectedTierZero","4","TestResources_ListADGPOAffectedTierZero","","Fri Feb 13 06:55:37 UTC 2026","passed","Fri Feb 13 06:55:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedTierZero","TestResources_ListADGPOAffectedTierZero"
"","1576","should render","EntityInfoHeader","Fri Feb 13 06:58:51 UTC 2026","passed","Fri Feb 13 06:58:53 UTC 2026","","","",""
"","0","fails for password shorter than 12 characters","testPassword","Fri Feb 13 07:00:32 UTC 2026","passed","Fri Feb 13 07:00:32 UTC 2026","","","",""
"","21","selector members refetches on sort change","the useAssetGroupTags utilities","Fri Feb 13 06:56:59 UTC 2026","passed","Fri Feb 13 06:56:59 UTC 2026","","","",""
"","473","should display ""Configure Multi-Factor Authentication"" title","Enable2FADialog","Fri Feb 13 06:58:23 UTC 2026","passed","Fri Feb 13 06:58:23 UTC 2026","","","",""
"Test cases for TestResources_ListADGroupSessions","3","TestResources_ListADGroupSessions","","Fri Feb 13 06:55:37 UTC 2026","passed","Fri Feb 13 06:55:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGroupSessions","TestResources_ListADGroupSessions"
"Test cases for Test_cacheQueryResult","1","Test_cacheQueryResult","","Fri Feb 13 06:55:47 UTC 2026","passed","Fri Feb 13 06:55:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_cacheQueryResult","Test_cacheQueryResult"
"Test cases for TestActivateMFA_Failure","860","TestActivateMFA_Failure","","Fri Feb 13 06:56:07 UTC 2026","passed","Fri Feb 13 06:56:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestActivateMFA_Failure","TestActivateMFA_Failure"
"","129","renders the total count and object counts on success","ObjectCountPanel","Fri Feb 13 06:59:59 UTC 2026","passed","Fri Feb 13 06:59:59 UTC 2026","","","",""
"","65","Validate Displays all the Roles","useListDisplayRoles","Fri Feb 13 06:56:54 UTC 2026","passed","Fri Feb 13 06:56:54 UTC 2026","","","",""
"Test cases for TestResources_GetFlags","0","TestResources_GetFlags","","Fri Feb 13 06:55:37 UTC 2026","passed","Fri Feb 13 06:55:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetFlags","TestResources_GetFlags"
"Test cases for TestManagementResource_SAMLCallbackRedirect","27","TestManagementResource_SAMLCallbackRedirect","","Fri Feb 13 06:56:09 UTC 2026","passed","Fri Feb 13 06:56:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SAMLCallbackRedirect","TestManagementResource_SAMLCallbackRedirect"
"","526","sets exploreSearchTab param to node when the user clicks the `Search` tab","ExploreSearch sets searchType on tab changing","Fri Feb 13 07:01:04 UTC 2026","passed","Fri Feb 13 07:01:04 UTC 2026","","","",""
"","307","shows a loading state","AssetGroupMenuItem","Fri Feb 13 06:57:08 UTC 2026","passed","Fri Feb 13 06:57:08 UTC 2026","","","",""
"","10886","checking a subcategory updates all children (edge types) in its group","Pathfinding","Fri Feb 13 06:57:41 UTC 2026","passed","Fri Feb 13 06:57:52 UTC 2026","","","",""
"","1188","renders asset group edit options with graph write permissions","ContextMenu","Fri Feb 13 07:01:10 UTC 2026","passed","Fri Feb 13 07:01:11 UTC 2026","","","",""
"Test cases for TestDefaultRateLimitMiddleware","1","TestDefaultRateLimitMiddleware","","Fri Feb 13 06:55:29 UTC 2026","passed","Fri Feb 13 06:55:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestDefaultRateLimitMiddleware","TestDefaultRateLimitMiddleware"
"Test cases for TestParseAGMembersFromNodes_MissingNodeProperties","0","TestParseAGMembersFromNodes_MissingNodeProperties","","Fri Feb 13 06:55:37 UTC 2026","passed","Fri Feb 13 06:55:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseAGMembersFromNodes_MissingNodeProperties","TestParseAGMembersFromNodes_MissingNodeProperties"
"Test cases for TestResources_CreateAssetGroup","0","TestResources_CreateAssetGroup","","Fri Feb 13 06:55:37 UTC 2026","passed","Fri Feb 13 06:55:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateAssetGroup","TestResources_CreateAssetGroup"
"","511","should display ""Generate/Revoke API Tokens"" title","UserTokenManagementDialog","Fri Feb 13 06:59:06 UTC 2026","passed","Fri Feb 13 06:59:06 UTC 2026","","","",""
"","699","dispatches an action to add the associated node","Rule Object Select","Fri Feb 13 06:59:16 UTC 2026","passed","Fri Feb 13 06:59:17 UTC 2026","","","",""
"Test cases for TestMatches_FailureStatus","0","TestMatches_FailureStatus","","Fri Feb 13 06:55:46 UTC 2026","passed","Fri Feb 13 06:55:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureStatus","TestMatches_FailureStatus"
"","85","renders Tier Zero text by default when no Zone Selector is available and on a Zone page","TagSelector","Fri Feb 13 06:58:46 UTC 2026","passed","Fri Feb 13 06:58:46 UTC 2026","","","",""
"","7","should not render if open === false","ConfirmUpdateQueryDialog","Fri Feb 13 07:00:11 UTC 2026","passed","Fri Feb 13 07:00:11 UTC 2026","","","",""
"","117","renders enabled prop when flag is enabled","FeatureFlag","Fri Feb 13 06:59:24 UTC 2026","passed","Fri Feb 13 06:59:24 UTC 2026","","","",""
"Test cases for Test_setRawValue","0","Test_setRawValue","","Fri Feb 13 06:55:40 UTC 2026","passed","Fri Feb 13 06:55:40 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/Test_setRawValue","Test_setRawValue"
"","105","buttons are disabled while loading","PasswordResetForm","Fri Feb 13 06:58:08 UTC 2026","passed","Fri Feb 13 06:58:08 UTC 2026","","","",""
"Test cases for TestResources_ListExtensions","110","TestResources_ListExtensions","","Fri Feb 13 06:55:37 UTC 2026","passed","Fri Feb 13 06:55:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListExtensions","TestResources_ListExtensions"
"Test cases for TestBoolSetValid","0","TestBoolSetValid","","Fri Feb 13 06:55:44 UTC 2026","passed","Fri Feb 13 06:55:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolSetValid","TestBoolSetValid"
"","150","renders enabled Zone and Rule tabs and disabled Object tab","Selected Details Tabs","Fri Feb 13 06:57:37 UTC 2026","passed","Fri Feb 13 06:57:38 UTC 2026","","Selected Details Tabs - Params present","",""
"","10","constructs correct URLSearchParams with all filters","createHistoryParams","Fri Feb 13 06:59:31 UTC 2026","passed","Fri Feb 13 06:59:31 UTC 2026","","","",""
"","65","if a hint is given, it show date placeholder on focus, restores hint on blur","ManagedDatePicker - placeholders","Fri Feb 13 06:58:18 UTC 2026","passed","Fri Feb 13 06:58:18 UTC 2026","","","",""
"","317","renders","EarlyAccessFeaturesWarningDialog","Fri Feb 13 07:01:43 UTC 2026","passed","Fri Feb 13 07:01:43 UTC 2026","","","",""
"","1","reports when API error response has errors array","handleError","Fri Feb 13 06:58:59 UTC 2026","passed","Fri Feb 13 06:58:59 UTC 2026","","","",""
"Test cases for TestNewDefaultConfig","0","TestNewDefaultConfig","","Fri Feb 13 06:55:40 UTC 2026","passed","Fri Feb 13 06:55:40 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestNewDefaultConfig","TestNewDefaultConfig"
"Test cases for TestResources_ListADDomainForeignAdmins","2","TestResources_ListADDomainForeignAdmins","","Fri Feb 13 06:55:37 UTC 2026","passed","Fri Feb 13 06:55:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignAdmins","TestResources_ListADDomainForeignAdmins"
"","62","displays a warning when there is a problem fetching the list of collectors","DownloadCollectors","Fri Feb 13 07:01:04 UTC 2026","passed","Fri Feb 13 07:01:04 UTC 2026","","","",""
"","13","makes no count request when neither a Tag or Rule is selected (tagId and ruleId are undefined from path params","useObjectCounts","Fri Feb 13 07:00:07 UTC 2026","passed","Fri Feb 13 07:00:07 UTC 2026","","","",""
