"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for Test_filterAndFormatSearchResults_filterEnvironments_domainSIDFail","0","Test_filterAndFormatSearchResults_filterEnvironments_domainSIDFail","","Sat Jun 06 00:55:47 UTC 2026","passed","Sat Jun 06 00:55:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_filterAndFormatSearchResults_filterEnvironments_domainSIDFail","Test_filterAndFormatSearchResults_filterEnvironments_domainSIDFail"
"","80","shows View in Explore if exploreUrl is supplied","Seed Selection Results","Sat Jun 06 00:58:22 UTC 2026","passed","Sat Jun 06 00:58:22 UTC 2026","","","",""
"Test cases for TestDomainSelectors_TestIsSortable","0","TestDomainSelectors_TestIsSortable","","Sat Jun 06 00:55:50 UTC 2026","passed","Sat Jun 06 00:55:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_TestIsSortable","TestDomainSelectors_TestIsSortable"
"","2","EXTENDED ROUNDING when thresholds are set: abbreviates hundred-thousands, millions, billions, trillions as expected","numberFormatting","Sat Jun 06 00:59:42 UTC 2026","passed","Sat Jun 06 00:59:42 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupMemberCount_Success","0","TestResources_GetAssetGroupMemberCount_Success","","Sat Jun 06 00:55:47 UTC 2026","passed","Sat Jun 06 00:55:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupMemberCount_Success","TestResources_GetAssetGroupMemberCount_Success"
"","33","should display an error message if data does not return from the API","Context Selector Error","Sat Jun 06 00:58:56 UTC 2026","passed","Sat Jun 06 00:58:56 UTC 2026","","","",""
"","70","fetches new information when a different databaseId is passed","useFetchEntityInfo","Sat Jun 06 00:59:30 UTC 2026","passed","Sat Jun 06 00:59:30 UTC 2026","","","",""
"","123","does not show View in Explore if in object rule type","Seed Selection Results","Sat Jun 06 00:58:22 UTC 2026","passed","Sat Jun 06 00:58:22 UTC 2026","","","",""
"","480","On unsuccessful upload, notifies with an error and displays a retry button","SchemaUploadDialog","Sat Jun 06 00:58:03 UTC 2026","passed","Sat Jun 06 00:58:04 UTC 2026","","","",""
"","0","returns false if arrays have different elements","areArraysSimilar","Sat Jun 06 01:01:34 UTC 2026","passed","Sat Jun 06 01:01:34 UTC 2026","","","",""
"Test cases for TestEncodingEquality","0","TestEncodingEquality","","Sat Jun 06 00:56:11 UTC 2026","passed","Sat Jun 06 00:56:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestEncodingEquality","TestEncodingEquality"
"","32","sets input text to value","ManagedDatePicker - value","Sat Jun 06 00:59:36 UTC 2026","passed","Sat Jun 06 00:59:36 UTC 2026","","","",""
"","308","does not display a “Disable query timeout” checkbox when timeout limit param config is enabled true","ExploreSearch interaction","Sat Jun 06 01:02:38 UTC 2026","passed","Sat Jun 06 01:02:38 UTC 2026","","","",""
"Test cases for TestJSONFloat_UnmarshalJSON_NaN","0","TestJSONFloat_UnmarshalJSON_NaN","","Sat Jun 06 00:55:49 UTC 2026","passed","Sat Jun 06 00:55:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_UnmarshalJSON_NaN","TestJSONFloat_UnmarshalJSON_NaN"
"Test cases for TestManagementResource_ServeMetadata","13","TestManagementResource_ServeMetadata","","Sat Jun 06 00:56:32 UTC 2026","passed","Sat Jun 06 00:56:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ServeMetadata","TestManagementResource_ServeMetadata"
"","2117","should remove the option from the changelog when the corresponding button is clicked","AssetGroupEdit","Sat Jun 06 01:00:13 UTC 2026","passed","Sat Jun 06 01:00:15 UTC 2026","","","",""
"Copyright 2021 The Go Authors. All rights reserved.TestConcat was ripped from go1.22 source and should be replaced with the stdlib implementation when we move to 1.22Original source: https:","0","TestConcat_too_large","","Sat Jun 06 00:56:26 UTC 2026","passed","Sat Jun 06 00:56:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestConcat_too_large","TestConcat_too_large"
"Test cases for TestWriteBasicResponse","0","TestWriteBasicResponse","","Sat Jun 06 00:55:25 UTC 2026","passed","Sat Jun 06 00:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteBasicResponse","TestWriteBasicResponse"
"Test cases for TestFilterStructSlice","0","TestFilterStructSlice","","Sat Jun 06 00:55:25 UTC 2026","passed","Sat Jun 06 00:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFilterStructSlice","TestFilterStructSlice"
"","72","should render oidc info provider","SSOProviderTable","Sat Jun 06 01:00:21 UTC 2026","passed","Sat Jun 06 01:00:21 UTC 2026","","","",""
"","589","renders no asset group edit options without graph write permissions","ContextMenu","Sat Jun 06 00:58:22 UTC 2026","passed","Sat Jun 06 00:58:22 UTC 2026","","","",""
"Test cases for TestBuildErrorResponseBadRequest","0","TestBuildErrorResponseBadRequest","","Sat Jun 06 00:55:25 UTC 2026","passed","Sat Jun 06 00:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseBadRequest","TestBuildErrorResponseBadRequest"
"","10","displays a pulsing indicator","StatusIndicator","Sat Jun 06 01:01:48 UTC 2026","passed","Sat Jun 06 01:01:48 UTC 2026","","","",""
"","1","handles null or empty madeBy","createHistoryParams","Sat Jun 06 01:00:58 UTC 2026","passed","Sat Jun 06 01:00:58 UTC 2026","","","",""
"Test cases for Test_filterAndFormatSearchResults_includeOpenGraphNodes","0","Test_filterAndFormatSearchResults_includeOpenGraphNodes","","Sat Jun 06 00:55:47 UTC 2026","passed","Sat Jun 06 00:55:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_filterAndFormatSearchResults_includeOpenGraphNodes","Test_filterAndFormatSearchResults_includeOpenGraphNodes"
"Test cases for TestResources_ListADGPOAffectedComputers","0","TestResources_ListADGPOAffectedComputers","","Sat Jun 06 00:55:47 UTC 2026","passed","Sat Jun 06 00:55:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedComputers","TestResources_ListADGPOAffectedComputers"
"","1","handles unix time values by converting them to our standard date display format","Formatting number properties","Sat Jun 06 00:58:36 UTC 2026","passed","Sat Jun 06 00:58:36 UTC 2026","","","",""
"Test cases for TestResources_ListTrustedCAs","3","TestResources_ListTrustedCAs","","Sat Jun 06 00:55:47 UTC 2026","passed","Sat Jun 06 00:55:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListTrustedCAs","TestResources_ListTrustedCAs"
"","96","initializes the categories with just the built-in defaults when edge endpoint returns nothing","useEdgeCategories","Sat Jun 06 00:58:47 UTC 2026","passed","Sat Jun 06 00:58:47 UTC 2026","","","",""
"","1","filters by azure platform","filterAndSearchEnvironments","Sat Jun 06 00:56:49 UTC 2026","passed","Sat Jun 06 00:56:49 UTC 2026","","platform filters","",""
"","113","upon selecting a source node, updates the URL with a searchType of 'node' and primarySearch of the node's objectid","useNodeSearch","Sat Jun 06 01:00:59 UTC 2026","passed","Sat Jun 06 01:00:59 UTC 2026","","","",""
"","137","renders enabled Label, Rule and Object tabs","Selected Details Tabs","Sat Jun 06 00:59:08 UTC 2026","passed","Sat Jun 06 00:59:08 UTC 2026","","Selected Details Tabs - Params present","",""
"","2249","executes a pathfinding search when both a source and destination node are provided","Pathfinding: interaction","Sat Jun 06 00:59:12 UTC 2026","passed","Sat Jun 06 00:59:14 UTC 2026","","","",""
"Test cases for TestParseAGMembersFromNodes_","0","TestParseAGMembersFromNodes_","","Sat Jun 06 00:55:47 UTC 2026","passed","Sat Jun 06 00:55:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseAGMembersFromNodes_","TestParseAGMembersFromNodes_"
"Test cases for Test_FixtureSetup","0","Test_FixtureSetup","","Sat Jun 06 00:56:12 UTC 2026","passed","Sat Jun 06 00:56:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_FixtureSetup","Test_FixtureSetup"
"Test cases for TestWriteTimeWindowedResponse","0","TestWriteTimeWindowedResponse","","Sat Jun 06 00:55:25 UTC 2026","passed","Sat Jun 06 00:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteTimeWindowedResponse","TestWriteTimeWindowedResponse"
"Test cases for TestTypes_Scan_Success","0","TestTypes_Scan_Success","","Sat Jun 06 00:55:49 UTC 2026","passed","Sat Jun 06 00:55:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Scan_Success","TestTypes_Scan_Success"
"","2","does not add optional filters if not present","createHistoryParams","Sat Jun 06 01:00:58 UTC 2026","passed","Sat Jun 06 01:00:58 UTC 2026","","","",""
"Test cases for TestCacheEntryDigester_PoolStateReuse","0","TestCacheEntryDigester_PoolStateReuse","","Sat Jun 06 00:55:53 UTC 2026","passed","Sat Jun 06 00:55:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestCacheEntryDigester_PoolStateReuse","TestCacheEntryDigester_PoolStateReuse"
"Test cases for TestDefineSID","0","TestDefineSID","","Sat Jun 06 00:56:11 UTC 2026","passed","Sat Jun 06 00:56:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineSID","TestDefineSID"
"Test cases for TestGenericMap","0","TestGenericMap","","Sat Jun 06 00:56:10 UTC 2026","passed","Sat Jun 06 00:56:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGenericMap","TestGenericMap"
"Test cases for TestManagementResource_UpdateUser_DuplicateEmailError","0","TestManagementResource_UpdateUser_DuplicateEmailError","","Sat Jun 06 00:56:05 UTC 2026","passed","Sat Jun 06 00:56:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_DuplicateEmailError","TestManagementResource_UpdateUser_DuplicateEmailError"
"Test cases for TestInt64SetValid","0","TestInt64SetValid","","Sat Jun 06 00:55:49 UTC 2026","passed","Sat Jun 06 00:55:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64SetValid","TestInt64SetValid"
"","2","returns undefined for headers when db config timeout limit setting is enabled and state of is disable query limit is true","useExploreGraph","Sat Jun 06 00:57:51 UTC 2026","passed","Sat Jun 06 00:57:51 UTC 2026","userSettings","exploreGraphQueryFactory","",""
"","0","EXTENDED ROUNDING when thresholds are set: abbreviates numbers larger than 1000 and should not round the tenth place digit","numberFormatting","Sat Jun 06 00:59:42 UTC 2026","passed","Sat Jun 06 00:59:42 UTC 2026","","","",""
"","69","should on clicking remove call clearSelectedItem","EdgeInfoHeader","Sat Jun 06 01:00:27 UTC 2026","passed","Sat Jun 06 01:00:27 UTC 2026","","","",""
