"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","163","renders enabled Zone and Object tabs and disabled Rule tab","Selected Details Tabs","Sat Jul 18 06:59:07 UTC 2026","passed","Sat Jul 18 06:59:07 UTC 2026","","Selected Details Tabs - Params present","",""
"Test cases for TestParseKind","2","TestParseKind","","Sat Jul 18 06:55:30 UTC 2026","passed","Sat Jul 18 06:55:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseKind","TestParseKind"
"Test cases for TestManagementResource_ListUsers","0","TestManagementResource_ListUsers","","Sat Jul 18 06:55:13 UTC 2026","passed","Sat Jul 18 06:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers","TestManagementResource_ListUsers"
"Test cases for TestLocalStore_List","6","TestLocalStore_List","","Sat Jul 18 06:55:37 UTC 2026","passed","Sat Jul 18 06:55:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestLocalStore_List","TestLocalStore_List"
"","0","returns empty arrays when kinds data has empty arrays","graphSchema","Sat Jul 18 07:01:26 UTC 2026","passed","Sat Jul 18 07:01:26 UTC 2026","","","",""
"","531","shows error notification when deletion fails","ActiveExtensionsCard","Sat Jul 18 06:56:50 UTC 2026","passed","Sat Jul 18 06:56:50 UTC 2026","","","",""
"Test cases for TestGetDataQualityStats_Failure","4","TestGetDataQualityStats_Failure","","Sat Jul 18 06:55:07 UTC 2026","passed","Sat Jul 18 06:55:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetDataQualityStats_Failure","TestGetDataQualityStats_Failure"
"","13","hides items while permissions are loading","useSubNavRoutes","Sat Jul 18 06:59:19 UTC 2026","passed","Sat Jul 18 06:59:19 UTC 2026","","adminOnly gate","",""
"Test cases for TestExpireUserAuthSecret_Success","0","TestExpireUserAuthSecret_Success","","Sat Jul 18 06:55:13 UTC 2026","passed","Sat Jul 18 06:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestExpireUserAuthSecret_Success","TestExpireUserAuthSecret_Success"
"Test cases for TestDatabase_checkError_OtherError","0","TestDatabase_checkError_OtherError","","Sat Jul 18 06:55:12 UTC 2026","passed","Sat Jul 18 06:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_checkError_OtherError","TestDatabase_checkError_OtherError"
"Test cases for TestResources_ListADEntityDCOMRights","3","TestResources_ListADEntityDCOMRights","","Sat Jul 18 06:55:07 UTC 2026","passed","Sat Jul 18 06:55:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityDCOMRights","TestResources_ListADEntityDCOMRights"
"Test cases for TestMinMaxValidator","0","TestMinMaxValidator","","Sat Jul 18 06:55:25 UTC 2026","passed","Sat Jul 18 06:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestMinMaxValidator","TestMinMaxValidator"
"Test cases for TestToolContainer_GetScheduledAnalysisConfiguration","0","TestToolContainer_GetScheduledAnalysisConfiguration","","Sat Jul 18 06:54:58 UTC 2026","passed","Sat Jul 18 06:54:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/tools/TestToolContainer_GetScheduledAnalysisConfiguration","TestToolContainer_GetScheduledAnalysisConfiguration"
"Test cases for TestMarshalInt","0","TestMarshalInt","","Sat Jul 18 06:55:12 UTC 2026","passed","Sat Jul 18 06:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalInt","TestMarshalInt"
"Test cases for TestSignRequestTeeFailure","0","TestSignRequestTeeFailure","","Sat Jul 18 06:54:52 UTC 2026","passed","Sat Jul 18 06:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestTeeFailure","TestSignRequestTeeFailure"
"","1222","should display all available SSO providers","UpdateUserDialog","Sat Jul 18 06:57:41 UTC 2026","passed","Sat Jul 18 06:57:42 UTC 2026","","","",""
