"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestClearLocalIngestScratch","21","TestClearLocalIngestScratch","","Fri Jul 17 00:55:04 UTC 2026","passed","Fri Jul 17 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestClearLocalIngestScratch","TestClearLocalIngestScratch"
"","5","calls the provided notification method","handleError","Fri Jul 17 00:56:47 UTC 2026","passed","Fri Jul 17 00:56:47 UTC 2026","","","",""
"Test cases for TestIngestControl_FetchRetainedIngestFiles","13","TestIngestControl_FetchRetainedIngestFiles","","Fri Jul 17 00:54:56 UTC 2026","passed","Fri Jul 17 00:54:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/tools/TestIngestControl_FetchRetainedIngestFiles","TestIngestControl_FetchRetainedIngestFiles"
"Test cases for TestNewNodeNamePrefix","0","TestNewNodeNamePrefix","","Fri Jul 17 00:55:22 UTC 2026","passed","Fri Jul 17 00:55:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestNewNodeNamePrefix","TestNewNodeNamePrefix"
"Test cases for TestFeatureFlagManager","1","TestFeatureFlagManager","","Fri Jul 17 00:55:04 UTC 2026","passed","Fri Jul 17 00:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestFeatureFlagManager","TestFeatureFlagManager"
"","72","renders count for a selected zone if prop is set","DynamicDetails","Fri Jul 17 00:57:25 UTC 2026","passed","Fri Jul 17 00:57:25 UTC 2026","","","",""
"","152","sets secondarySearch=id and searchType=node when primarySearch is falsey","ContextMenu","Fri Jul 17 00:56:58 UTC 2026","passed","Fri Jul 17 00:56:58 UTC 2026","","","",""
"","14","does not call onSort when disable=true","ColumnHeaders","Fri Jul 17 00:57:49 UTC 2026","passed","Fri Jul 17 00:57:49 UTC 2026","","SortableHeader","",""
"Test cases for TestBuildErrorResponseBadRequest","0","TestBuildErrorResponseBadRequest","","Fri Jul 17 00:54:52 UTC 2026","passed","Fri Jul 17 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseBadRequest","TestBuildErrorResponseBadRequest"
"Test cases for TestResources_ListAuditLogs_InvalidSkip","0","TestResources_ListAuditLogs_InvalidSkip","","Fri Jul 17 00:55:02 UTC 2026","passed","Fri Jul 17 00:55:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidSkip","TestResources_ListAuditLogs_InvalidSkip"
