"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should handle an undefined or null entity","Evaluating the entity display name from a given entity","Thu Apr 23 18:58:00 UTC 2026","passed","Thu Apr 23 18:58:00 UTC 2026","","","",""
"","1","The node radius is adjusted to take into account the current camera zoom ratio","getNodeRadius","Thu Apr 23 19:02:46 UTC 2026","passed","Thu Apr 23 19:02:46 UTC 2026","","","",""
"","474","should render saml info provider","SSOProviderTable","Thu Apr 23 18:59:57 UTC 2026","passed","Thu Apr 23 18:59:57 UTC 2026","","","",""
"","3","stores a string value in localStorage","useLocalStorage","Thu Apr 23 18:58:28 UTC 2026","passed","Thu Apr 23 18:58:28 UTC 2026","","setValue","",""
"","1405","should call onSubmit with password when reset password button clicked","PasswordResetForm","Thu Apr 23 18:58:57 UTC 2026","passed","Thu Apr 23 18:58:59 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainForeignGPOControllers","0","TestResources_ListADDomainForeignGPOControllers","","Thu Apr 23 18:55:04 UTC 2026","passed","Thu Apr 23 18:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignGPOControllers","TestResources_ListADDomainForeignGPOControllers"
"Test cases for TestConvertAzureRoleEligibilityScheduleInstanceToRel","0","TestConvertAzureRoleEligibilityScheduleInstanceToRel","","Thu Apr 23 18:55:28 UTC 2026","passed","Thu Apr 23 18:55:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertAzureRoleEligibilityScheduleInstanceToRel","TestConvertAzureRoleEligibilityScheduleInstanceToRel"
"Test cases for TestManagementResource_SAMLLoginHandler","12","TestManagementResource_SAMLLoginHandler","","Thu Apr 23 18:55:48 UTC 2026","passed","Thu Apr 23 18:55:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SAMLLoginHandler","TestManagementResource_SAMLLoginHandler"
"","94","should have a .z-nav class","MainNav","Thu Apr 23 18:58:26 UTC 2026","passed","Thu Apr 23 18:58:26 UTC 2026","","","",""
"","89","hides loading state when data is available","GraphDataCheckboxes","Thu Apr 23 18:57:08 UTC 2026","passed","Thu Apr 23 18:57:08 UTC 2026","","","",""
"","2","returns all environments when no filters are active","filterAndSearchEnvironments","Thu Apr 23 18:56:22 UTC 2026","passed","Thu Apr 23 18:56:22 UTC 2026","","with no filters applied","",""
"","113","renders a filter button","FileIngestFilterDialog","Thu Apr 23 18:57:37 UTC 2026","passed","Thu Apr 23 18:57:37 UTC 2026","","","",""
"","3970","Sort arrow is visible and direction is correct","ExploreTable","Thu Apr 23 18:56:18 UTC 2026","passed","Thu Apr 23 18:56:22 UTC 2026","","","",""
"","1","adds email filter if madeBy contains ""@""","createHistoryParams","Thu Apr 23 19:00:42 UTC 2026","passed","Thu Apr 23 19:00:42 UTC 2026","","","",""
"Test cases for TestResources_ListADComputerRDPUsers","3","TestResources_ListADComputerRDPUsers","","Thu Apr 23 18:55:04 UTC 2026","passed","Thu Apr 23 18:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerRDPUsers","TestResources_ListADComputerRDPUsers"
"Test cases for TestResources_UpdateSavedQuery_AdminPublicQuery_Success","0","TestResources_UpdateSavedQuery_AdminPublicQuery_Success","","Thu Apr 23 18:55:05 UTC 2026","passed","Thu Apr 23 18:55:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_AdminPublicQuery_Success","TestResources_UpdateSavedQuery_AdminPublicQuery_Success"
"","0","returns Cypher message when ruleType is SeedTypeCypher and seeds are required","getErrorMessage","Thu Apr 23 18:57:33 UTC 2026","passed","Thu Apr 23 18:57:33 UTC 2026","","","",""
