"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestCORSMiddleware","0","TestCORSMiddleware","","Sat Feb 21 00:55:59 UTC 2026","passed","Sat Feb 21 00:55:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestCORSMiddleware","TestCORSMiddleware"
"","214","calls setExploreParams with searchType and relationshipQueryItemId when selecting a composition accordion","EdgeInfoContent","Sat Feb 21 00:56:32 UTC 2026","passed","Sat Feb 21 00:56:32 UTC 2026","","EdgeInfoContent support for Deep Linking","",""
"","300","should fire ""onClose"" once","UserTokenManagementDialog","Sat Feb 21 00:59:10 UTC 2026","passed","Sat Feb 21 00:59:10 UTC 2026","","when user clicks ""Close"" button","",""
"Test cases for TestResources_GetAssetGroupMemberCount_Success","0","TestResources_GetAssetGroupMemberCount_Success","","Sat Feb 21 00:56:07 UTC 2026","passed","Sat Feb 21 00:56:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupMemberCount_Success","TestResources_GetAssetGroupMemberCount_Success"
"Test cases for TestAddOrderByToNeo4jQuery_NoOrderByClause","0","TestAddOrderByToNeo4jQuery_NoOrderByClause","","Sat Feb 21 00:56:07 UTC 2026","passed","Sat Feb 21 00:56:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestAddOrderByToNeo4jQuery_NoOrderByClause","TestAddOrderByToNeo4jQuery_NoOrderByClause"
"Test cases for TestResources_GetShortestPath_ETAC","19","TestResources_GetShortestPath_ETAC","","Sat Feb 21 00:56:07 UTC 2026","passed","Sat Feb 21 00:56:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetShortestPath_ETAC","TestResources_GetShortestPath_ETAC"
"Test cases for TestResources_ListADEntityConstrainedDelegationRights","1","TestResources_ListADEntityConstrainedDelegationRights","","Sat Feb 21 00:56:07 UTC 2026","passed","Sat Feb 21 00:56:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityConstrainedDelegationRights","TestResources_ListADEntityConstrainedDelegationRights"
"Test cases for Test_TopLevel","0","Test_TopLevel","","Sat Feb 21 00:56:51 UTC 2026","passed","Sat Feb 21 00:56:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/schemagen/csgen/Test_TopLevel","Test_TopLevel"
"","280","displays expected results when searching by label","SearchCurrentNodes","Sat Feb 21 00:58:43 UTC 2026","passed","Sat Feb 21 00:58:44 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_GetSavedQueryError","0","TestResources_UpdateSavedQuery_GetSavedQueryError","","Sat Feb 21 00:56:07 UTC 2026","passed","Sat Feb 21 00:56:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_GetSavedQueryError","TestResources_UpdateSavedQuery_GetSavedQueryError"
