"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","64","composes search params from the search prop and use them in the link","AppLink","Tue May 12 18:59:30 UTC 2026","passed","Tue May 12 18:59:30 UTC 2026","","","",""
"","226","Displays a notification when analysis has been requested successfully","AnalyzeNowConfiguration","Tue May 12 18:58:24 UTC 2026","passed","Tue May 12 18:58:24 UTC 2026","","","",""
"","421","renders icons as expected","DropdownSelector","Tue May 12 18:59:59 UTC 2026","passed","Tue May 12 19:00:00 UTC 2026","","","",""
"Test cases for TestResources_DownloadCollectorByVersion","1","TestResources_DownloadCollectorByVersion","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DownloadCollectorByVersion","TestResources_DownloadCollectorByVersion"
"","0","combines platform and collected filters","filterAndSearchEnvironments","Tue May 12 18:56:24 UTC 2026","passed","Tue May 12 18:56:24 UTC 2026","","combined filters","",""
"","1413","should render","EdgeInfoHeader","Tue May 12 18:59:50 UTC 2026","passed","Tue May 12 18:59:52 UTC 2026","","","",""
"","0","handles empty search string","filterAndSearchEnvironments","Tue May 12 18:56:24 UTC 2026","passed","Tue May 12 18:56:24 UTC 2026","","search filter","",""
"","4","succeeds for valid password","testPassword","Tue May 12 19:01:21 UTC 2026","passed","Tue May 12 19:01:21 UTC 2026","","","",""
"","1","The data is fetching","Getting the text for the disabled item display for a search when there are no results","Tue May 12 18:59:38 UTC 2026","passed","Tue May 12 18:59:38 UTC 2026","","Loading states","",""
"","230","should display filter dropwdowns","CommonSearches","Tue May 12 18:57:54 UTC 2026","passed","Tue May 12 18:57:55 UTC 2026","","","",""
"","930","shows tooltip text on hover","ColumnHeaders","Tue May 12 18:59:05 UTC 2026","passed","Tue May 12 18:59:06 UTC 2026","","SortableHeader with Tooltip","",""
"Test cases for TestUnmarshalTimeText","0","TestUnmarshalTimeText","","Tue May 12 18:55:12 UTC 2026","passed","Tue May 12 18:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalTimeText","TestUnmarshalTimeText"
"","70","sets primarySearch, searchType, exploreSearchTab in URL params when the click handler is executed","useEdgeInfoItems","Tue May 12 18:59:29 UTC 2026","passed","Tue May 12 18:59:29 UTC 2026","","","",""
"","118","does not trigger search for fewer than 3 characters","SearchBar","Tue May 12 19:01:10 UTC 2026","passed","Tue May 12 19:01:10 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_SelfDisable","661","TestManagementResource_UpdateUser_SelfDisable","","Tue May 12 18:55:26 UTC 2026","passed","Tue May 12 18:55:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_SelfDisable","TestManagementResource_UpdateUser_SelfDisable"
"Test cases for TestResources_GetAssetGroupTagMemberInfo","1","TestResources_GetAssetGroupTagMemberInfo","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTagMemberInfo","TestResources_GetAssetGroupTagMemberInfo"
"","598","shows success notification after successful deletion","ActiveExtensionsCard","Tue May 12 18:56:34 UTC 2026","passed","Tue May 12 18:56:34 UTC 2026","","","",""
"","66","shows an error notification if there is an error fetching","useFinishedJobs","Tue May 12 18:58:41 UTC 2026","passed","Tue May 12 18:58:41 UTC 2026","","","",""
"Test cases for TestIsValidContentTypeForUpload","0","TestIsValidContentTypeForUpload","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestIsValidContentTypeForUpload","TestIsValidContentTypeForUpload"
"Test cases for TestResources_ListADEntityRDPRights","0","TestResources_ListADEntityRDPRights","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityRDPRights","TestResources_ListADEntityRDPRights"
"","0","returns null if paramValue is null","useEnvironmentParams","Tue May 12 19:01:21 UTC 2026","passed","Tue May 12 19:01:21 UTC 2026","","parseEnvironmentAggregation","",""
"","1","returns empty arrays when kinds data has empty arrays","graphSchema","Tue May 12 19:00:51 UTC 2026","passed","Tue May 12 19:00:51 UTC 2026","","","",""
"","141","should call onLoginViaSAML when login via sso button clicked","LoginForm","Tue May 12 19:00:40 UTC 2026","passed","Tue May 12 19:00:41 UTC 2026","","","",""
"","143","requests finished jobs","useFinishedJobs","Tue May 12 18:58:40 UTC 2026","passed","Tue May 12 18:58:41 UTC 2026","","","",""
"Test cases for TestResources_SearchAssetGroupTagHistory","88","TestResources_SearchAssetGroupTagHistory","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchAssetGroupTagHistory","TestResources_SearchAssetGroupTagHistory"
"","16","renders the tooltip icon when tooltipText prop is passed","ColumnHeaders","Tue May 12 18:59:05 UTC 2026","passed","Tue May 12 18:59:05 UTC 2026","","SortableHeader with Tooltip","",""
"Test cases for TestSelectGPOContainerCandidateFilter","0","TestSelectGPOContainerCandidateFilter","","Tue May 12 18:55:17 UTC 2026","passed","Tue May 12 18:55:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/TestSelectGPOContainerCandidateFilter","TestSelectGPOContainerCandidateFilter"
"Test cases for TestManagementResource_ListAuthTokens_PredicateMismatchWithColumn","1","TestManagementResource_ListAuthTokens_PredicateMismatchWithColumn","","Tue May 12 18:55:33 UTC 2026","passed","Tue May 12 18:55:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_PredicateMismatchWithColumn","TestManagementResource_ListAuthTokens_PredicateMismatchWithColumn"
"Test cases for TestResources_ListADGPOAffectedContainers","8","TestResources_ListADGPOAffectedContainers","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedContainers","TestResources_ListADGPOAffectedContainers"
"Test cases for TestMatches_FailureStatus","0","TestMatches_FailureStatus","","Tue May 12 18:55:12 UTC 2026","passed","Tue May 12 18:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureStatus","TestMatches_FailureStatus"
"","1","should include a tag with only the matching operations when the path matches","opsFilter","Tue May 12 19:00:17 UTC 2026","passed","Tue May 12 19:00:17 UTC 2026","","","",""
"","1","runs a cypher search when the query param is set to ""cypher""","useExploreGraph","Tue May 12 18:57:23 UTC 2026","passed","Tue May 12 18:57:23 UTC 2026","","exploreGraphQueryFactory","",""
"","142","should render tag to Label content","TagToZoneLabelDialog","Tue May 12 18:59:12 UTC 2026","passed","Tue May 12 18:59:12 UTC 2026","","","",""
"","221","should render a nav element with logo, two lists, a version number and a powered by","MainNav","Tue May 12 18:58:23 UTC 2026","passed","Tue May 12 18:58:23 UTC 2026","","","",""
"","3102","Kebab menu click causes the callback function to be called with the correct parameters","ExploreTable","Tue May 12 18:56:19 UTC 2026","passed","Tue May 12 18:56:22 UTC 2026","","","",""
"Test cases for TestLoginExpiry","0","TestLoginExpiry","","Tue May 12 18:55:41 UTC 2026","passed","Tue May 12 18:55:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginExpiry","TestLoginExpiry"
"","0","returns disabled config when any required param is falsey","useExploreGraph","Tue May 12 18:57:23 UTC 2026","passed","Tue May 12 18:57:23 UTC 2026","composition search queries","exploreGraphQueryFactory","",""
"","7","calls the provided notification method","handleError","Tue May 12 18:57:31 UTC 2026","passed","Tue May 12 18:57:31 UTC 2026","","","",""
"Test cases for TestDatabase_NullUUID","0","TestDatabase_NullUUID","","Tue May 12 18:55:12 UTC 2026","passed","Tue May 12 18:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_NullUUID","TestDatabase_NullUUID"
"","394","should reject passwords where only a space is used as the special character","CreateUserForm","Tue May 12 18:56:46 UTC 2026","passed","Tue May 12 18:56:47 UTC 2026","","","",""
"","48","does not render count for a selected zone if prop is not set","DynamicDetails","Tue May 12 18:58:22 UTC 2026","passed","Tue May 12 18:58:22 UTC 2026","","","",""
"","192","calls onResetColumnSize when ""Reset Size"" is clicked","ManageColumnsComboBox","Tue May 12 18:57:53 UTC 2026","passed","Tue May 12 18:57:53 UTC 2026","","","",""
"","195","renders details for a selected zone","DynamicDetails","Tue May 12 18:58:22 UTC 2026","passed","Tue May 12 18:58:22 UTC 2026","","","",""
"","626","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and read-only role is selected","CreateUserForm","Tue May 12 18:56:42 UTC 2026","passed","Tue May 12 18:56:42 UTC 2026","","","",""
"","0","returns a function that does not update searchParams if a key is not found in the updatedParams","searchParams","Tue May 12 18:59:44 UTC 2026","passed","Tue May 12 18:59:44 UTC 2026","","setSingleParamFactory","",""
"","0","fails for password without special characters","testPassword","Tue May 12 19:01:21 UTC 2026","passed","Tue May 12 19:01:21 UTC 2026","","","",""
"","342","should display correctly","ConfirmationDialog","Tue May 12 19:01:09 UTC 2026","passed","Tue May 12 19:01:09 UTC 2026","","","",""
"","0","returns fallback Cypher message when ruleType is undefined and seeds are required","getErrorMessage","Tue May 12 18:57:31 UTC 2026","passed","Tue May 12 18:57:31 UTC 2026","","","",""
"Test cases for TestMatches_FailureErrMsg","0","TestMatches_FailureErrMsg","","Tue May 12 18:55:12 UTC 2026","passed","Tue May 12 18:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureErrMsg","TestMatches_FailureErrMsg"
"","114","should display the logged in user's role","UserProfile","Tue May 12 18:58:17 UTC 2026","passed","Tue May 12 18:58:17 UTC 2026","","","",""
"","6","uses the default filename generator when exporting JSON","exportGraphData","Tue May 12 19:00:42 UTC 2026","passed","Tue May 12 19:00:42 UTC 2026","","","",""
"","3297","categories default to expanded","Pathfinding","Tue May 12 18:56:45 UTC 2026","passed","Tue May 12 18:56:49 UTC 2026","","","",""
"","2072","should allow user to create new SAML provder and then display it in the table","SSOConfiguration","Tue May 12 18:57:57 UTC 2026","passed","Tue May 12 18:57:59 UTC 2026","","","",""
"","1549","shows the ""Disable MFA"" context menu option for users with MFA enabled","Users","Tue May 12 18:58:35 UTC 2026","passed","Tue May 12 18:58:37 UTC 2026","","","",""
"","198","calls onLayoutChange with the selected layout","GraphControls","Tue May 12 18:57:27 UTC 2026","passed","Tue May 12 18:57:27 UTC 2026","","Selecting a layout","",""
"","120","should display the logged in user's email address","UserProfile","Tue May 12 18:58:17 UTC 2026","passed","Tue May 12 18:58:17 UTC 2026","","","",""
"","535","should sort by type","SSOProviderTable","Tue May 12 18:59:50 UTC 2026","passed","Tue May 12 18:59:51 UTC 2026","","","",""
"Test cases for TestConvertAzureResourceGroupContributorToRels","0","TestConvertAzureResourceGroupContributorToRels","","Tue May 12 18:55:18 UTC 2026","passed","Tue May 12 18:55:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertAzureResourceGroupContributorToRels","TestConvertAzureResourceGroupContributorToRels"
"Test cases for TestConvertComputerToNode","0","TestConvertComputerToNode","","Tue May 12 18:55:18 UTC 2026","passed","Tue May 12 18:55:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertComputerToNode","TestConvertComputerToNode"
"Test cases for TestDefineSID","0","TestDefineSID","","Tue May 12 18:55:17 UTC 2026","passed","Tue May 12 18:55:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineSID","TestDefineSID"
"","889","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and power user role is selected","UpdateUserForm","Tue May 12 18:56:20 UTC 2026","passed","Tue May 12 18:56:21 UTC 2026","","","",""
"Test cases for TestTypes_Scan_InvalidInput","0","TestTypes_Scan_InvalidInput","","Tue May 12 18:55:12 UTC 2026","passed","Tue May 12 18:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Scan_InvalidInput","TestTypes_Scan_InvalidInput"
"","1817","should display search results when the user enters text","AssetGroupEdit","Tue May 12 18:59:34 UTC 2026","passed","Tue May 12 18:59:35 UTC 2026","","","",""
"Test cases for TestUpdateAssetGroupRequest_AuditData","0","TestUpdateAssetGroupRequest_AuditData","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestUpdateAssetGroupRequest_AuditData","TestUpdateAssetGroupRequest_AuditData"
"","557","renders the form for creating a new rule","Rule Form","Tue May 12 18:56:28 UTC 2026","passed","Tue May 12 18:56:28 UTC 2026","","","",""
"Test cases for TestGetPlatformAggregateStats_Failure","9","TestGetPlatformAggregateStats_Failure","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetPlatformAggregateStats_Failure","TestGetPlatformAggregateStats_Failure"
"","143","renders enabled prop when flag is enabled","FeatureFlag","Tue May 12 19:00:13 UTC 2026","passed","Tue May 12 19:00:13 UTC 2026","","","",""
"Test cases for TestHasValidRolesForETAC","0","TestHasValidRolesForETAC","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestHasValidRolesForETAC","TestHasValidRolesForETAC"
"","8","does not render when selector is default","Delete Selector Button rendering","Tue May 12 19:01:01 UTC 2026","passed","Tue May 12 19:01:01 UTC 2026","","","",""
"Test cases for TestResources_SearchAssetGroupTags","8","TestResources_SearchAssetGroupTags","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchAssetGroupTags","TestResources_SearchAssetGroupTags"
"","126","renders enabled Label, Rule and Object tabs","Selected Details Tabs","Tue May 12 18:58:32 UTC 2026","passed","Tue May 12 18:58:32 UTC 2026","","Selected Details Tabs - Params present","",""
"","0","returns Object ID message when ruleType is SeedTypeObjectId and seeds are required","getErrorMessage","Tue May 12 18:57:31 UTC 2026","passed","Tue May 12 18:57:31 UTC 2026","","","",""
"","37","does not render the analysis toggle when multi tier analysis enabled is false","Tag Form","Tue May 12 18:56:10 UTC 2026","passed","Tue May 12 18:56:10 UTC 2026","","","",""
"","0","reports an Object ID-specific error when creating a rule and ruleType is SeedTypeObjectId and seeds are required","handleError","Tue May 12 18:57:31 UTC 2026","passed","Tue May 12 18:57:31 UTC 2026","","","",""
"","516","switches Rule tab to active/selected when clicked","Selected Details Tabs","Tue May 12 18:58:30 UTC 2026","passed","Tue May 12 18:58:31 UTC 2026","","Selected Details Tabs - Click Interactions","",""
"","207","can render","ExploreSearchCombobox","Tue May 12 18:58:04 UTC 2026","passed","Tue May 12 18:58:04 UTC 2026","","","",""
"Test cases for TestResources_StartIngestJob","60","TestResources_StartIngestJob","","Tue May 12 18:55:10 UTC 2026","passed","Tue May 12 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_StartIngestJob","TestResources_StartIngestJob"
"","302","displays 0 when a given sections returns empty, and sums the rest of the sections correctly","EntityInfoDataTable","Tue May 12 18:57:36 UTC 2026","passed","Tue May 12 18:57:37 UTC 2026","","Node count for nested table that counts all sections","",""
"","1635","should remove the option from the changelog when the corresponding button is clicked","AssetGroupEdit","Tue May 12 18:59:37 UTC 2026","passed","Tue May 12 18:59:39 UTC 2026","","","",""
"","68","skips undefined items gracefully","<DetailsAccordion />","Tue May 12 18:57:49 UTC 2026","passed","Tue May 12 18:57:49 UTC 2026","","","",""
"Test cases for TestFoldr","1","TestFoldr","","Tue May 12 18:55:20 UTC 2026","passed","Tue May 12 18:55:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestFoldr","TestFoldr"
"Test cases for TestMarshalInt","0","TestMarshalInt","","Tue May 12 18:55:12 UTC 2026","passed","Tue May 12 18:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalInt","TestMarshalInt"
"Test cases for TestMatches_FailureAction","0","TestMatches_FailureAction","","Tue May 12 18:55:12 UTC 2026","passed","Tue May 12 18:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureAction","TestMatches_FailureAction"
"Test cases for TestManagementResource_OIDCCallbackHandler","12","TestManagementResource_OIDCCallbackHandler","","Tue May 12 18:55:41 UTC 2026","passed","Tue May 12 18:55:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_OIDCCallbackHandler","TestManagementResource_OIDCCallbackHandler"
"","202","renders Zone as first tab and is also the initially selected on first render in Zone View/Tab","Selected Details Tabs","Tue May 12 18:58:31 UTC 2026","passed","Tue May 12 18:58:31 UTC 2026","","Selected Details Tabs - Params present","",""
"","185","shows all checked boxes","GraphDataCheckboxes","Tue May 12 18:57:17 UTC 2026","passed","Tue May 12 18:57:17 UTC 2026","","","",""
"","0","filters by low risk level","filterAndSearchEnvironments","Tue May 12 18:56:24 UTC 2026","passed","Tue May 12 18:56:24 UTC 2026","","risk filters","",""
"","277","Trying to view the edge info does not crash the app when selecting an unrecognized edge","EdgeInfoContent","Tue May 12 18:56:31 UTC 2026","passed","Tue May 12 18:56:31 UTC 2026","","","",""
"","0","abbreviates thousands, millions, billions, trillions as expected","numberFormatting","Tue May 12 18:59:07 UTC 2026","passed","Tue May 12 18:59:07 UTC 2026","","","",""
"","18","function should return 1 when first param is larger, no matter the data type","Compare function for explore table sort","Tue May 12 18:59:10 UTC 2026","passed","Tue May 12 18:59:10 UTC 2026","","","",""
"Test cases for TestTracker_ConcurrentHasEdge","0","TestTracker_ConcurrentHasEdge","","Tue May 12 18:55:18 UTC 2026","passed","Tue May 12 18:55:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/post/TestTracker_ConcurrentHasEdge","TestTracker_ConcurrentHasEdge"
"Test cases for TestIsErrorResponse","0","TestIsErrorResponse","","Tue May 12 18:54:59 UTC 2026","passed","Tue May 12 18:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestIsErrorResponse","TestIsErrorResponse"
"","10","does not request finished jobs if lacking permission","useFinishedJobs","Tue May 12 18:58:41 UTC 2026","passed","Tue May 12 18:58:41 UTC 2026","","","",""
"","305","should display ""Disable Multi-Factor Authentication?"" title","Enable2FADialog","Tue May 12 18:59:53 UTC 2026","passed","Tue May 12 18:59:53 UTC 2026","","","",""
"","715","shows indeterminate states when some graph data is selected","GraphDataCheckboxes","Tue May 12 18:57:17 UTC 2026","passed","Tue May 12 18:57:17 UTC 2026","","","",""
