"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_GetRootCAEntityInfo","261","TestResources_GetRootCAEntityInfo","","Thu Apr 02 00:54:48 UTC 2026","passed","Thu Apr 02 00:54:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetRootCAEntityInfo","TestResources_GetRootCAEntityInfo"
"","0","returns disabled config when any required param is falsey","useExploreGraph","Thu Apr 02 00:56:38 UTC 2026","passed","Thu Apr 02 00:56:38 UTC 2026","composition search queries","exploreGraphQueryFactory","",""
"Test cases for Test_cacheQueryResult","0","Test_cacheQueryResult","","Thu Apr 02 00:54:50 UTC 2026","passed","Thu Apr 02 00:54:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_cacheQueryResult","Test_cacheQueryResult"
"Test cases for TestStringValueOrZero","0","TestStringValueOrZero","","Thu Apr 02 00:54:49 UTC 2026","passed","Thu Apr 02 00:54:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringValueOrZero","TestStringValueOrZero"
"Test cases for TestCreateUser_ResetPassword","0","TestCreateUser_ResetPassword","","Thu Apr 02 00:54:48 UTC 2026","passed","Thu Apr 02 00:54:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_ResetPassword","TestCreateUser_ResetPassword"
"","173","toggles parent from some to all","SourceKindsCheckboxes","Thu Apr 02 00:58:04 UTC 2026","passed","Thu Apr 02 00:58:04 UTC 2026","","","",""
"","112","updates value when a valid date typed","ManagedDatePicker - value","Thu Apr 02 00:58:30 UTC 2026","passed","Thu Apr 02 00:58:30 UTC 2026","","","",""
"Test cases for TestMarshalFloatText","0","TestMarshalFloatText","","Thu Apr 02 00:54:49 UTC 2026","passed","Thu Apr 02 00:54:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalFloatText","TestMarshalFloatText"
"","2","removes the key when null is passed to the setter","useLocalStorage","Thu Apr 02 00:57:42 UTC 2026","passed","Thu Apr 02 00:57:42 UTC 2026","","setValue","",""
"Test cases for TestManagementResource_ListPermissions_DBError","0","TestManagementResource_ListPermissions_DBError","","Thu Apr 02 00:54:48 UTC 2026","passed","Thu Apr 02 00:54:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions_DBError","TestManagementResource_ListPermissions_DBError"
