"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_CypherQuery","90","TestResources_CypherQuery","","Wed Apr 29 18:55:01 UTC 2026","passed","Wed Apr 29 18:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CypherQuery","TestResources_CypherQuery"
"Test cases for TestCORSMiddleware","0","TestCORSMiddleware","","Wed Apr 29 18:54:54 UTC 2026","passed","Wed Apr 29 18:54:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestCORSMiddleware","TestCORSMiddleware"
"","62","correctly handles the hygiene ID with value 0 by not omitting it in the params value even though 0 is falsey","usePZQueryParams","Wed Apr 29 18:59:26 UTC 2026","passed","Wed Apr 29 18:59:26 UTC 2026","","","",""
"","1790","does not show the ""Disable MFA"" context menu option for users without MFA enabled","Users","Wed Apr 29 18:58:35 UTC 2026","passed","Wed Apr 29 18:58:37 UTC 2026","","","",""
"Test cases for TestDatabase_NullUUID","0","TestDatabase_NullUUID","","Wed Apr 29 18:55:03 UTC 2026","passed","Wed Apr 29 18:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_NullUUID","TestDatabase_NullUUID"
"","106","should display the logged in user's role","UserProfile","Wed Apr 29 18:58:20 UTC 2026","passed","Wed Apr 29 18:58:20 UTC 2026","","","",""
"Test cases for FuzzFoldlLazy","0","FuzzFoldlLazy","","Wed Apr 29 18:55:38 UTC 2026","passed","Wed Apr 29 18:55:38 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/FuzzFoldlLazy","FuzzFoldlLazy"
"","394","calls onToggleNodeLabels when click show all node labels","GraphControls","Wed Apr 29 18:57:29 UTC 2026","passed","Wed Apr 29 18:57:29 UTC 2026","","Toggling labels","",""
"","0","EXTENDED ROUNDING when thresholds are set: does not abbreviate numbers < 10000","numberFormatting","Wed Apr 29 18:59:08 UTC 2026","passed","Wed Apr 29 18:59:08 UTC 2026","","","",""
"","13","renders highlight only for active selector when ruleId is present","SelectedHighlight","Wed Apr 29 19:00:23 UTC 2026","passed","Wed Apr 29 19:00:23 UTC 2026","","","",""
"","135","should fire Confirm once with true","ConfirmationDialog","Wed Apr 29 19:01:05 UTC 2026","passed","Wed Apr 29 19:01:05 UTC 2026","","","",""
"","280","should display ""Close"" button","UserTokenManagementDialog","Wed Apr 29 18:57:45 UTC 2026","passed","Wed Apr 29 18:57:46 UTC 2026","","","",""
"Test cases for TestResources_UpdateCustomNodeKindsTest","88","TestResources_UpdateCustomNodeKindsTest","","Wed Apr 29 18:55:01 UTC 2026","passed","Wed Apr 29 18:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateCustomNodeKindsTest","TestResources_UpdateCustomNodeKindsTest"
"Test cases for TestResources_SearchHandler_ETAC","4","TestResources_SearchHandler_ETAC","","Wed Apr 29 18:55:01 UTC 2026","passed","Wed Apr 29 18:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchHandler_ETAC","TestResources_SearchHandler_ETAC"
"Test cases for TestRewriter_Enter_AllAttackPathsShortcut_ReplacesKinds","0","TestRewriter_Enter_AllAttackPathsShortcut_ReplacesKinds","","Wed Apr 29 18:55:06 UTC 2026","passed","Wed Apr 29 18:55:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestRewriter_Enter_AllAttackPathsShortcut_ReplacesKinds","TestRewriter_Enter_AllAttackPathsShortcut_ReplacesKinds"
"","0","The data is fetching","Getting the text for the disabled item display for a search when there are no results","Wed Apr 29 18:59:36 UTC 2026","passed","Wed Apr 29 18:59:36 UTC 2026","","Loading states","",""
