"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_CreateAssetGroup","0","TestResources_CreateAssetGroup","","Fri Feb 06 18:54:53 UTC 2026","passed","Fri Feb 06 18:54:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateAssetGroup","TestResources_CreateAssetGroup"
"","1039","should render many sections with many navigation items","SubNav","Fri Feb 06 18:59:07 UTC 2026","passed","Fri Feb 06 18:59:08 UTC 2026","","","",""
"Test cases for TestResources_ListAvailableEnvironments","0","TestResources_ListAvailableEnvironments","","Fri Feb 06 18:54:53 UTC 2026","passed","Fri Feb 06 18:54:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAvailableEnvironments","TestResources_ListAvailableEnvironments"
"Test cases for TestBoolEqual","0","TestBoolEqual","","Fri Feb 06 18:54:58 UTC 2026","passed","Fri Feb 06 18:54:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolEqual","TestBoolEqual"
"","186","renders an error message without throwing a TypeError","EntityInfoCollapsibleSection","Fri Feb 06 18:59:44 UTC 2026","passed","Fri Feb 06 18:59:44 UTC 2026","","","",""
"","984","disables the confirm button until user types required text","Tag Form","Fri Feb 06 18:55:53 UTC 2026","passed","Fri Feb 06 18:55:54 UTC 2026","","","",""
"","13","does not call onSort when disable=true","ColumnHeaders","Fri Feb 06 18:59:13 UTC 2026","passed","Fri Feb 06 18:59:13 UTC 2026","","SortableHeader","",""
"Test cases for TestManagementResource_OIDCLoginHandler","5","TestManagementResource_OIDCLoginHandler","","Fri Feb 06 18:55:32 UTC 2026","passed","Fri Feb 06 18:55:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_OIDCLoginHandler","TestManagementResource_OIDCLoginHandler"
"","9","should recognize active directory properties","validating a node property against the shared generated schema","Fri Feb 06 18:57:07 UTC 2026","passed","Fri Feb 06 18:57:07 UTC 2026","","","",""
"Test cases for TestResources_UpdateAssetGroupSelectors_SuccessOwned","0","TestResources_UpdateAssetGroupSelectors_SuccessOwned","","Fri Feb 06 18:54:53 UTC 2026","passed","Fri Feb 06 18:54:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupSelectors_SuccessOwned","TestResources_UpdateAssetGroupSelectors_SuccessOwned"
"","207","on clicking switch shows modal and when clicking confirm closes it and switch changes to disabled","CitrixRDPConfiguration","Fri Feb 06 18:56:57 UTC 2026","passed","Fri Feb 06 18:56:57 UTC 2026","","Click on switch to disable","",""
