"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2416","should remove the option from the changelog when the corresponding button is clicked","AssetGroupEdit","Thu Jul 09 00:59:53 UTC 2026","passed","Thu Jul 09 00:59:55 UTC 2026","","","",""
"","7","does not set the document title when no title prop is provided","PageWithTitle","Thu Jul 09 01:01:40 UTC 2026","passed","Thu Jul 09 01:01:40 UTC 2026","","","",""
"","409","renders a snackbar notification in the dom and tests autoHideDuration","AppNotifications","Thu Jul 09 01:00:22 UTC 2026","passed","Thu Jul 09 01:00:23 UTC 2026","","","",""
"","1234","renders asset group edit options with graph write permissions","ContextMenu","Thu Jul 09 00:57:54 UTC 2026","passed","Thu Jul 09 00:57:55 UTC 2026","","","",""
"","72","Validate Displays all the Roles","useListDisplayRoles","Thu Jul 09 00:57:49 UTC 2026","passed","Thu Jul 09 00:57:49 UTC 2026","","","",""
"","1","returns query config when searchType is relationship and all required params are passed","useExploreGraph","Thu Jul 09 00:57:31 UTC 2026","passed","Thu Jul 09 00:57:31 UTC 2026","relationship search queries","exploreGraphQueryFactory","",""
"Test cases for TestTracker_ConcurrentHasEdge","0","TestTracker_ConcurrentHasEdge","","Thu Jul 09 00:55:24 UTC 2026","passed","Thu Jul 09 00:55:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/post/TestTracker_ConcurrentHasEdge","TestTracker_ConcurrentHasEdge"
"","0","An unknown error occurred when fetching the data","Getting the text for the disabled item display for a search when there are no results","Thu Jul 09 01:00:36 UTC 2026","passed","Thu Jul 09 01:00:36 UTC 2026","","Error states","",""
"","692","has status filters","FileIngestFilterDialog","Thu Jul 09 00:57:37 UTC 2026","passed","Thu Jul 09 00:57:38 UTC 2026","","Status Select","",""
"Test cases for TestResources_UpdateCustomNodeKindsTest","70","TestResources_UpdateCustomNodeKindsTest","","Thu Jul 09 00:54:56 UTC 2026","passed","Thu Jul 09 00:54:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateCustomNodeKindsTest","TestResources_UpdateCustomNodeKindsTest"
"Test cases for TestCache_Get","1","TestCache_Get","","Thu Jul 09 00:55:25 UTC 2026","passed","Thu Jul 09 00:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Get","TestCache_Get"
"Test cases for TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","0","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","","Thu Jul 09 00:54:56 UTC 2026","passed","Thu Jul 09 00:54:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus"
"","159","buttons are disabled while loading","OneTimePasscodeForm","Thu Jul 09 01:00:47 UTC 2026","passed","Thu Jul 09 01:00:47 UTC 2026","","","",""
"","30","renders details for a selected rule and is of type ""Object""","DynamicDetails","Thu Jul 09 00:58:38 UTC 2026","passed","Thu Jul 09 00:58:38 UTC 2026","","","",""
"","390","calls openOIDCProviderDialog when OIDC Provider menu item is clicked","CreateMenu","Thu Jul 09 00:58:19 UTC 2026","passed","Thu Jul 09 00:58:20 UTC 2026","","oidc_support feature flag enabled","",""
"Test cases for TestStore_CreateAnalysisRequest","2","TestStore_CreateAnalysisRequest","","Thu Jul 09 00:55:48 UTC 2026","passed","Thu Jul 09 00:55:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/analysis/internal/appdb/TestStore_CreateAnalysisRequest","TestStore_CreateAnalysisRequest"
"Test cases for TestResources_DeleteExtension","67","TestResources_DeleteExtension","","Thu Jul 09 00:54:56 UTC 2026","passed","Thu Jul 09 00:54:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteExtension","TestResources_DeleteExtension"
"","256","displays validation error messages when Save button is clicked and no form input is provided","PasswordDialog","Thu Jul 09 00:56:39 UTC 2026","passed","Thu Jul 09 00:56:39 UTC 2026","","","",""
