"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for Test_NewSpec","1","Test_NewSpec","","Thu May 14 00:55:18 UTC 2026","passed","Thu May 14 00:55:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_NewSpec","Test_NewSpec"
"","32","does not set input text if no value is given","ManagedDatePicker - value","Thu May 14 00:58:54 UTC 2026","passed","Thu May 14 00:58:54 UTC 2026","","","",""
"","0","handles specific Active Directory properties differently than Azure derived properties","Formatting number properties","Thu May 14 00:57:54 UTC 2026","passed","Thu May 14 00:57:54 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_InvalidSkip","0","TestResources_ListAuditLogs_InvalidSkip","","Thu May 14 00:55:01 UTC 2026","passed","Thu May 14 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidSkip","TestResources_ListAuditLogs_InvalidSkip"
"Test cases for TestResources_DownloadCollectorByVersion","1","TestResources_DownloadCollectorByVersion","","Thu May 14 00:55:01 UTC 2026","passed","Thu May 14 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DownloadCollectorByVersion","TestResources_DownloadCollectorByVersion"
"","645","should fire Confirm once with true after typing challenge text","DeleteConfirmationDialog","Thu May 14 01:00:37 UTC 2026","passed","Thu May 14 01:00:38 UTC 2026","","","",""
"Test cases for TestSignRequestValuesSuccess","0","TestSignRequestValuesSuccess","","Thu May 14 00:54:51 UTC 2026","passed","Thu May 14 00:54:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestValuesSuccess","TestSignRequestValuesSuccess"
"","0","filters by critical risk level","filterAndSearchEnvironments","Thu May 14 00:56:22 UTC 2026","passed","Thu May 14 00:56:22 UTC 2026","","risk filters","",""
"Test cases for TestLoginFailure","0","TestLoginFailure","","Thu May 14 00:55:01 UTC 2026","passed","Thu May 14 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginFailure","TestLoginFailure"
"","9","applies animation class to the title","ProcessingIndicator","Thu May 14 01:01:11 UTC 2026","passed","Thu May 14 01:01:11 UTC 2026","","","",""
"Test cases for TestResources_GetPathfindingResult","0","TestResources_GetPathfindingResult","","Thu May 14 00:55:01 UTC 2026","passed","Thu May 14 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetPathfindingResult","TestResources_GetPathfindingResult"
"","594","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and user role is selected","UpdateUserForm","Thu May 14 00:56:18 UTC 2026","passed","Thu May 14 00:56:19 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs","0","TestResources_ListAuditLogs","","Thu May 14 00:55:01 UTC 2026","passed","Thu May 14 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs","TestResources_ListAuditLogs"
"Test cases for TestManagementResource_UpdateUser_SelfDisable","916","TestManagementResource_UpdateUser_SelfDisable","","Thu May 14 00:55:21 UTC 2026","passed","Thu May 14 00:55:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_SelfDisable","TestManagementResource_UpdateUser_SelfDisable"
"Test cases for TestFoldr","0","TestFoldr","","Thu May 14 00:55:19 UTC 2026","passed","Thu May 14 00:55:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestFoldr","TestFoldr"
"","107","should display the ""My Profile"" title","UserProfile","Thu May 14 00:58:11 UTC 2026","passed","Thu May 14 00:58:11 UTC 2026","","","",""
"","704","should display generate/revoke api tokens button","Api Keys","Thu May 14 00:59:39 UTC 2026","passed","Thu May 14 00:59:40 UTC 2026","","","",""
"Test cases for Test_HarnessSetup","0","Test_HarnessSetup","","Thu May 14 00:55:18 UTC 2026","passed","Thu May 14 00:55:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_HarnessSetup","Test_HarnessSetup"
"","268","handles close event","ImportQueryDialog","Thu May 14 01:01:02 UTC 2026","passed","Thu May 14 01:01:02 UTC 2026","","","",""
"","1","calculates skip correctly for pageParam > 1","createHistoryParams","Thu May 14 01:00:14 UTC 2026","passed","Thu May 14 01:00:14 UTC 2026","","","",""
"","329","should display a ""Configure Multi-Factor Authentication"" modal","UserProfile","Thu May 14 00:58:13 UTC 2026","passed","Thu May 14 00:58:13 UTC 2026","","""Multi-Factor Authentication"" switch","",""
"","919","should render","CypherSearch","Thu May 14 00:56:54 UTC 2026","passed","Thu May 14 00:56:55 UTC 2026","","","",""
"","5","returns bounds for text rendered to canvas","getLabelBoundsFromContext","Thu May 14 01:02:11 UTC 2026","passed","Thu May 14 01:02:11 UTC 2026","","","",""
"Test cases for TestNewNodeNamePrefix","0","TestNewNodeNamePrefix","","Thu May 14 00:55:17 UTC 2026","passed","Thu May 14 00:55:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestNewNodeNamePrefix","TestNewNodeNamePrefix"
"","141","should disable the create provider button and not display providers if the user lacks permission","SSOConfiguration","Thu May 14 00:57:55 UTC 2026","passed","Thu May 14 00:57:55 UTC 2026","","","",""
"","119","calls handleFilterChange with all filter types and empty strings when clicked while filters are active","AssetGroupEdit","Thu May 14 00:58:01 UTC 2026","passed","Thu May 14 00:58:01 UTC 2026","","Clear Filters button","",""
"","170","returns false when no nodes are available","useGraphHasData","Thu May 14 01:00:34 UTC 2026","passed","Thu May 14 01:00:34 UTC 2026","","","",""
"Test cases for TestAssetGroupMembers_SortBy","0","TestAssetGroupMembers_SortBy","","Thu May 14 00:54:51 UTC 2026","passed","Thu May 14 00:54:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAssetGroupMembers_SortBy","TestAssetGroupMembers_SortBy"
"","705","should display all available roles","UpdateUserDialog","Thu May 14 00:57:04 UTC 2026","passed","Thu May 14 00:57:05 UTC 2026","","","",""
"","192","closes","ListItemActionMenu","Thu May 14 00:59:37 UTC 2026","passed","Thu May 14 00:59:37 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_DBError","0","TestManagementResource_ListRoles_DBError","","Thu May 14 00:55:08 UTC 2026","passed","Thu May 14 00:55:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_DBError","TestManagementResource_ListRoles_DBError"
"","257","displays a Filters button","FileIngest","Thu May 14 01:00:19 UTC 2026","passed","Thu May 14 01:00:19 UTC 2026","","","",""
"","12","renders highlight only for active selector when ruleId is present","SelectedHighlight","Thu May 14 01:00:15 UTC 2026","passed","Thu May 14 01:00:15 UTC 2026","","","",""
