"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","62","fails checks if the user does not have a matching permission","usePermissions","Tue Apr 07 00:57:12 UTC 2026","passed","Tue Apr 07 00:57:12 UTC 2026","","","",""
"Test cases for TestMarshalBoolText","0","TestMarshalBoolText","","Tue Apr 07 00:55:03 UTC 2026","passed","Tue Apr 07 00:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalBoolText","TestMarshalBoolText"
"","236","eventually displays a list of early access features when warning dialog is accepted","EarlyAccessFeatures","Tue Apr 07 01:01:06 UTC 2026","passed","Tue Apr 07 01:01:07 UTC 2026","","","",""
"","5","returns a date string only if passed a string with a matching key","Formatting strings via formatPrimive","Tue Apr 07 00:57:01 UTC 2026","passed","Tue Apr 07 00:57:01 UTC 2026","","","",""
"","297","shows a loading state","AssetGroupMenuItem","Tue Apr 07 00:56:58 UTC 2026","passed","Tue Apr 07 00:56:58 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_OnlyOffset","0","TestResources_ListAuditLogs_OnlyOffset","","Tue Apr 07 00:55:01 UTC 2026","passed","Tue Apr 07 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_OnlyOffset","TestResources_ListAuditLogs_OnlyOffset"
"Test cases for TestFloatFromPtr","0","TestFloatFromPtr","","Tue Apr 07 00:55:03 UTC 2026","passed","Tue Apr 07 00:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatFromPtr","TestFloatFromPtr"
"Test cases for TestConvertOUToNode_InheritanceHashes","0","TestConvertOUToNode_InheritanceHashes","","Tue Apr 07 00:55:16 UTC 2026","passed","Tue Apr 07 00:55:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertOUToNode_InheritanceHashes","TestConvertOUToNode_InheritanceHashes"
"Test cases for TestHasSequence","0","TestHasSequence","","Tue Apr 07 00:55:16 UTC 2026","passed","Tue Apr 07 00:55:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestHasSequence","TestHasSequence"
"","0","returns Cypher message when ruleType is SeedTypeCypher and seeds are required","getErrorMessage","Tue Apr 07 00:56:31 UTC 2026","passed","Tue Apr 07 00:56:31 UTC 2026","","","",""
"","514","open and closes dialog with confirm button after user inputs required text","Tag Form","Tue Apr 07 00:55:57 UTC 2026","passed","Tue Apr 07 00:55:57 UTC 2026","","","",""
"","3692","should clear state when logout action is dispatched","redux store","Tue Apr 07 01:01:15 UTC 2026","passed","Tue Apr 07 01:01:19 UTC 2026","","","",""
"","0","returns undefined if graphData is undefined or not a GraphResponse","getExploreTableData","Tue Apr 07 00:58:19 UTC 2026","passed","Tue Apr 07 00:58:19 UTC 2026","","","",""
"","214","sums nested section node counts","EntityInfoDataTable","Tue Apr 07 00:56:39 UTC 2026","passed","Tue Apr 07 00:56:39 UTC 2026","","Node count for nested table that counts all sections","",""
"Test cases for TestDisenrollMFA_Failure","1","TestDisenrollMFA_Failure","","Tue Apr 07 00:55:28 UTC 2026","passed","Tue Apr 07 00:55:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Failure","TestDisenrollMFA_Failure"
"","31","calculates the running time of a job and converts to a human readable format","getSimpleDuration","Tue Apr 07 00:59:37 UTC 2026","passed","Tue Apr 07 00:59:37 UTC 2026","","","",""
"Test cases for TestParseLimitQueryParameter_Invalid","0","TestParseLimitQueryParameter_Invalid","","Tue Apr 07 00:55:01 UTC 2026","passed","Tue Apr 07 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseLimitQueryParameter_Invalid","TestParseLimitQueryParameter_Invalid"
"Test cases for TestSIDSuffix_PrependPrefix","0","TestSIDSuffix_PrependPrefix","","Tue Apr 07 00:55:15 UTC 2026","passed","Tue Apr 07 00:55:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestSIDSuffix_PrependPrefix","TestSIDSuffix_PrependPrefix"
"","654","clears input when dialog is closed and reopened","ActiveExtensionsCard","Tue Apr 07 00:56:14 UTC 2026","passed","Tue Apr 07 00:56:14 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs","0","TestResources_ListAuditLogs","","Tue Apr 07 00:55:01 UTC 2026","passed","Tue Apr 07 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs","TestResources_ListAuditLogs"
"Test cases for Test_ParseAndValidatePayload","6","Test_ParseAndValidatePayload","","Tue Apr 07 00:55:08 UTC 2026","passed","Tue Apr 07 00:55:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/Test_ParseAndValidatePayload","Test_ParseAndValidatePayload"
"","196","toggles parent from some to all","SourceKindsCheckboxes","Tue Apr 07 00:57:47 UTC 2026","passed","Tue Apr 07 00:57:47 UTC 2026","","","",""
"Test cases for TestGenericClone","0","TestGenericClone","","Tue Apr 07 00:55:10 UTC 2026","passed","Tue Apr 07 00:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGenericClone","TestGenericClone"
"","117","should call onCancel when return to login button clicked","PasswordResetForm","Tue Apr 07 00:58:02 UTC 2026","passed","Tue Apr 07 00:58:02 UTC 2026","","","",""
"Test cases for TestSignRequestValuesUnsupportedHMACMethod","0","TestSignRequestValuesUnsupportedHMACMethod","","Tue Apr 07 00:54:50 UTC 2026","passed","Tue Apr 07 00:54:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestValuesUnsupportedHMACMethod","TestSignRequestValuesUnsupportedHMACMethod"
"Test cases for TestLoginResource_Logout","14","TestLoginResource_Logout","","Tue Apr 07 00:55:35 UTC 2026","passed","Tue Apr 07 00:55:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginResource_Logout","TestLoginResource_Logout"
"Test cases for TestActivateMFA_Success","642","TestActivateMFA_Success","","Tue Apr 07 00:55:34 UTC 2026","passed","Tue Apr 07 00:55:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestActivateMFA_Success","TestActivateMFA_Success"
"Test cases for TestResources_ImportSavedQuery","21","TestResources_ImportSavedQuery","","Tue Apr 07 00:55:01 UTC 2026","passed","Tue Apr 07 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ImportSavedQuery","TestResources_ImportSavedQuery"
"","1112","renders asset group edit options with graph write permissions","ContextMenu","Tue Apr 07 01:00:54 UTC 2026","passed","Tue Apr 07 01:00:55 UTC 2026","","","",""
"","51","should render a navigation list item","MainNav","Tue Apr 07 00:57:25 UTC 2026","passed","Tue Apr 07 00:57:25 UTC 2026","","","",""
"Test cases for TestContextMiddleware_InvalidWaitLessThanZero","0","TestContextMiddleware_InvalidWaitLessThanZero","","Tue Apr 07 00:54:53 UTC 2026","passed","Tue Apr 07 00:54:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddleware_InvalidWaitLessThanZero","TestContextMiddleware_InvalidWaitLessThanZero"
"","1634","should clear out the SSO Provider id from submission data when the authentication method is changed","CreateUserDialog","Tue Apr 07 00:56:26 UTC 2026","passed","Tue Apr 07 00:56:27 UTC 2026","","","",""
"","242","fires click handlers","ConfirmDeleteQueryDialog","Tue Apr 07 01:00:12 UTC 2026","passed","Tue Apr 07 01:00:13 UTC 2026","","","",""
"","184","closes","ListItemActionMenu","Tue Apr 07 00:58:52 UTC 2026","passed","Tue Apr 07 00:58:53 UTC 2026","","","",""
"","15","dedupes edges before adding them to the graph","Explore utils","Tue Apr 07 01:00:58 UTC 2026","passed","Tue Apr 07 01:00:58 UTC 2026","","initGraph","",""
"Test cases for TestBuildSQLSort","0","TestBuildSQLSort","","Tue Apr 07 00:54:50 UTC 2026","passed","Tue Apr 07 00:54:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildSQLSort","TestBuildSQLSort"
"Test cases for TestResources_ListADGroupSessions","5","TestResources_ListADGroupSessions","","Tue Apr 07 00:55:01 UTC 2026","passed","Tue Apr 07 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGroupSessions","TestResources_ListADGroupSessions"
"Test cases for TestQueries_BuildEntityQueryParams_InvalidLimit","0","TestQueries_BuildEntityQueryParams_InvalidLimit","","Tue Apr 07 00:55:05 UTC 2026","passed","Tue Apr 07 00:55:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_InvalidLimit","TestQueries_BuildEntityQueryParams_InvalidLimit"
"Test cases for TestResources_ListAuditLogs_Filtered","0","TestResources_ListAuditLogs_Filtered","","Tue Apr 07 00:55:01 UTC 2026","passed","Tue Apr 07 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_Filtered","TestResources_ListAuditLogs_Filtered"
"Test cases for TestConvertComputerToNode","0","TestConvertComputerToNode","","Tue Apr 07 00:55:16 UTC 2026","passed","Tue Apr 07 00:55:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertComputerToNode","TestConvertComputerToNode"
"","125","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is false","UpdateUserForm","Tue Apr 07 00:56:04 UTC 2026","passed","Tue Apr 07 00:56:04 UTC 2026","","","",""
"","81","collapses an open item when its header is clicked again","<DetailsAccordion />","Tue Apr 07 00:56:49 UTC 2026","passed","Tue Apr 07 00:56:49 UTC 2026","","","",""
"Test cases for TestResources_ListADEntityRDPRights","0","TestResources_ListADEntityRDPRights","","Tue Apr 07 00:55:01 UTC 2026","passed","Tue Apr 07 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityRDPRights","TestResources_ListADEntityRDPRights"
"","2","treats a missing key as null when computing the next value","useLocalStorage","Tue Apr 07 00:57:27 UTC 2026","passed","Tue Apr 07 00:57:27 UTC 2026","","functional updater","",""
"","10","displays lastlogontimestamp cell as UNKNOWN when the value is 0","ExploreTableDataCell","Tue Apr 07 00:59:38 UTC 2026","passed","Tue Apr 07 00:59:38 UTC 2026","","","",""
"","552","handles creating a new rule","Rule Form","Tue Apr 07 00:56:14 UTC 2026","passed","Tue Apr 07 00:56:15 UTC 2026","","","",""
