"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","925","should not have less characters than the minimum requirement","CreateUserForm","Sat May 09 00:56:34 UTC 2026","passed","Sat May 09 00:56:35 UTC 2026","","","",""
"","0","should compute offset vertices for bezier curves at a given intersection","bezier","Sat May 09 01:01:57 UTC 2026","passed","Sat May 09 01:01:57 UTC 2026","","","",""
"","1","EXTENDED ROUNDING with different thresholds","numberFormatting","Sat May 09 00:58:56 UTC 2026","passed","Sat May 09 00:58:56 UTC 2026","","","",""
"Test cases for TestResources_ListFileUploadJobs","0","TestResources_ListFileUploadJobs","","Sat May 09 00:55:10 UTC 2026","passed","Sat May 09 00:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListFileUploadJobs","TestResources_ListFileUploadJobs"
"Test cases for TestContextMiddlewareBypassEnabled","0","TestContextMiddlewareBypassEnabled","","Sat May 09 00:55:03 UTC 2026","passed","Sat May 09 00:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddlewareBypassEnabled","TestContextMiddlewareBypassEnabled"
"","52","does not render when ruleId is empty","Delete Selector Button rendering","Sat May 09 01:00:45 UTC 2026","passed","Sat May 09 01:00:45 UTC 2026","","","",""
"","74","disables the upload file button when the user does not have the opengraph write permission","SchemaUploadDialog","Sat May 09 00:57:20 UTC 2026","passed","Sat May 09 00:57:20 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_InvalidColumn","0","TestManagementResource_ListRoles_InvalidColumn","","Sat May 09 00:55:16 UTC 2026","passed","Sat May 09 00:55:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_InvalidColumn","TestManagementResource_ListRoles_InvalidColumn"
"","1","combines collected and risk filters","filterAndSearchEnvironments","Sat May 09 00:56:19 UTC 2026","passed","Sat May 09 00:56:19 UTC 2026","","combined filters","",""
"","178","calls exportToJson util when valid non a empty object is passed as the jsonData prop","GraphControls","Sat May 09 00:57:19 UTC 2026","passed","Sat May 09 00:57:20 UTC 2026","","Exporting json","",""
