"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestGetLatestQueryParameter","0","TestGetLatestQueryParameter","","Thu Mar 05 18:55:54 UTC 2026","passed","Thu Mar 05 18:55:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetLatestQueryParameter","TestGetLatestQueryParameter"
"Test cases for TestOpenGraphSchemaService_DeleteExtension","3","TestOpenGraphSchemaService_DeleteExtension","","Thu Mar 05 18:56:06 UTC 2026","passed","Thu Mar 05 18:56:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_DeleteExtension","TestOpenGraphSchemaService_DeleteExtension"
"Test cases for TestSignRequestAtInternalError","0","TestSignRequestAtInternalError","","Thu Mar 05 18:55:41 UTC 2026","passed","Thu Mar 05 18:55:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestAtInternalError","TestSignRequestAtInternalError"
"Test cases for TestResources_DeleteSavedQueryPermissions","3","TestResources_DeleteSavedQueryPermissions","","Thu Mar 05 18:55:54 UTC 2026","passed","Thu Mar 05 18:55:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQueryPermissions","TestResources_DeleteSavedQueryPermissions"
"","10","can composes search params from the search prop and use them in the redirect","AppNavigate","Thu Mar 05 18:59:50 UTC 2026","passed","Thu Mar 05 18:59:50 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_Admin_NonPublicQuery","5","TestResources_UpdateSavedQuery_Admin_NonPublicQuery","","Thu Mar 05 18:55:54 UTC 2026","passed","Thu Mar 05 18:55:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_Admin_NonPublicQuery","TestResources_UpdateSavedQuery_Admin_NonPublicQuery"
"","2","Default label and sizing are used when graph of origin does not specify","copySigmaNodesToGraphlibGraph","Thu Mar 05 19:02:05 UTC 2026","passed","Thu Mar 05 19:02:05 UTC 2026","","","",""
"Test cases for TestTimeFrom","0","TestTimeFrom","","Thu Mar 05 18:56:01 UTC 2026","passed","Thu Mar 05 18:56:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeFrom","TestTimeFrom"
"","84","copys children value to clipboard after clicking the copy btn","CodeController","Thu Mar 05 19:00:49 UTC 2026","passed","Thu Mar 05 19:00:49 UTC 2026","","","",""
"Test cases for TestJSONFloat_UnmarshalJSON_NaN","0","TestJSONFloat_UnmarshalJSON_NaN","","Thu Mar 05 18:56:01 UTC 2026","passed","Thu Mar 05 18:56:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_UnmarshalJSON_NaN","TestJSONFloat_UnmarshalJSON_NaN"
"","280","handles creating a new label","Tag Form","Thu Mar 05 18:56:35 UTC 2026","passed","Thu Mar 05 18:56:35 UTC 2026","","","",""
"Test cases for TestManagementResource_GetSelf","0","TestManagementResource_GetSelf","","Thu Mar 05 18:56:10 UTC 2026","passed","Thu Mar 05 18:56:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_GetSelf","TestManagementResource_GetSelf"
"Test cases for TestManagementResource_EnableUserSAML","5","TestManagementResource_EnableUserSAML","","Thu Mar 05 18:55:59 UTC 2026","passed","Thu Mar 05 18:55:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_EnableUserSAML","TestManagementResource_EnableUserSAML"
"","53","has a button with text Clear Filters","AssetGroupEdit","Thu Mar 05 18:57:41 UTC 2026","passed","Thu Mar 05 18:57:41 UTC 2026","","Clear Filters button","",""
"Test cases for TestResources_UpdateAssetGroup","0","TestResources_UpdateAssetGroup","","Thu Mar 05 18:55:54 UTC 2026","passed","Thu Mar 05 18:55:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroup","TestResources_UpdateAssetGroup"
"Test cases for TestResources_ListADGPOAffectedComputers","1","TestResources_ListADGPOAffectedComputers","","Thu Mar 05 18:55:54 UTC 2026","passed","Thu Mar 05 18:55:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedComputers","TestResources_ListADGPOAffectedComputers"
"Test cases for TestModifyCookieAttribute","3","TestModifyCookieAttribute","","Thu Mar 05 18:56:19 UTC 2026","passed","Thu Mar 05 18:56:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestModifyCookieAttribute","TestModifyCookieAttribute"
"Test cases for TestDomainSelectors_GetFilterableColumns","0","TestDomainSelectors_GetFilterableColumns","","Thu Mar 05 18:56:03 UTC 2026","passed","Thu Mar 05 18:56:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterableColumns","TestDomainSelectors_GetFilterableColumns"
"Test cases for TestResources_ListFileUploadJobs","1","TestResources_ListFileUploadJobs","","Thu Mar 05 18:55:54 UTC 2026","passed","Thu Mar 05 18:55:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListFileUploadJobs","TestResources_ListFileUploadJobs"
"Test cases for TestSignRequestValuesUnsupportedHMACMethod","0","TestSignRequestValuesUnsupportedHMACMethod","","Thu Mar 05 18:55:41 UTC 2026","passed","Thu Mar 05 18:55:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestValuesUnsupportedHMACMethod","TestSignRequestValuesUnsupportedHMACMethod"
"","1079","should call onSubmit with password when reset password button clicked","PasswordResetForm","Thu Mar 05 18:58:36 UTC 2026","passed","Thu Mar 05 18:58:37 UTC 2026","","","",""
"Test cases for TestResources_ListTrustedCAs","0","TestResources_ListTrustedCAs","","Thu Mar 05 18:55:54 UTC 2026","passed","Thu Mar 05 18:55:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListTrustedCAs","TestResources_ListTrustedCAs"
"","1","reports an API error when the name for the rule is not unique","handleError","Thu Mar 05 18:57:19 UTC 2026","passed","Thu Mar 05 18:57:19 UTC 2026","","","",""
"Test cases for TestDomainSelectors_GetFilterCriteria_InvalidFilterPredicate","0","TestDomainSelectors_GetFilterCriteria_InvalidFilterPredicate","","Thu Mar 05 18:56:03 UTC 2026","passed","Thu Mar 05 18:56:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_InvalidFilterPredicate","TestDomainSelectors_GetFilterCriteria_InvalidFilterPredicate"
"","306","should render","Rule Object Select","Thu Mar 05 18:59:49 UTC 2026","passed","Thu Mar 05 18:59:49 UTC 2026","","","",""
"Test cases for TestWriteAndValidateJSON","2","TestWriteAndValidateJSON","","Thu Mar 05 18:56:08 UTC 2026","passed","Thu Mar 05 18:56:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateJSON","TestWriteAndValidateJSON"
"Test cases for TestTenantRoles","0","TestTenantRoles","","Thu Mar 05 18:56:22 UTC 2026","passed","Thu Mar 05 18:56:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestTenantRoles","TestTenantRoles"
"Test cases for TestResources_UpdateCustomNodeKindsTest","136","TestResources_UpdateCustomNodeKindsTest","","Thu Mar 05 18:55:54 UTC 2026","passed","Thu Mar 05 18:55:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateCustomNodeKindsTest","TestResources_UpdateCustomNodeKindsTest"
"Test cases for TestFormatDatabaseErrorNotFound","0","TestFormatDatabaseErrorNotFound","","Thu Mar 05 18:55:41 UTC 2026","passed","Thu Mar 05 18:55:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFormatDatabaseErrorNotFound","TestFormatDatabaseErrorNotFound"
"","7","removes a notification","AppNotifications","Thu Mar 05 18:59:48 UTC 2026","passed","Thu Mar 05 18:59:48 UTC 2026","","","",""
"","519","should not call onSubmit when expired password is not supplied when reset password button clicked","PasswordResetForm","Thu Mar 05 18:58:38 UTC 2026","passed","Thu Mar 05 18:58:38 UTC 2026","","","",""
"","886","should call onSave when Save button is clicked and form input is valid","UpdateUserDialog","Thu Mar 05 18:57:05 UTC 2026","passed","Thu Mar 05 18:57:06 UTC 2026","","","",""
"Test cases for TestDisenrollMFA_Success","968","TestDisenrollMFA_Success","","Thu Mar 05 18:56:17 UTC 2026","passed","Thu Mar 05 18:56:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Success","TestDisenrollMFA_Success"
