"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","should compute normal vectors for line segments","bezier","Tue May 05 01:01:29 UTC 2026","passed","Tue May 05 01:01:29 UTC 2026","","","",""
"Test cases for TestTextUnmarshalInt64","0","TestTextUnmarshalInt64","","Tue May 05 00:55:15 UTC 2026","passed","Tue May 05 00:55:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTextUnmarshalInt64","TestTextUnmarshalInt64"
"","147","renders a button for opening the dialog","SchemaUploadDialog","Tue May 05 00:57:04 UTC 2026","passed","Tue May 05 00:57:04 UTC 2026","","","",""
"Test cases for FuzzFoldl","0","FuzzFoldl","","Tue May 05 00:55:48 UTC 2026","passed","Tue May 05 00:55:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/FuzzFoldl","FuzzFoldl"
"","221","sets a secondary=id and searchType=pathfinding when primary is truthy","ContextMenu","Tue May 05 01:01:20 UTC 2026","passed","Tue May 05 01:01:20 UTC 2026","","","",""
"","61","returns the full environment for the environmentid passed","useAvailableEnvironments","Tue May 05 00:58:13 UTC 2026","passed","Tue May 05 00:58:13 UTC 2026","","useSelectedEnvironment","",""
"Test cases for TestAuditLogin_UserNotFound","0","TestAuditLogin_UserNotFound","","Tue May 05 00:54:58 UTC 2026","passed","Tue May 05 00:54:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuditLogin_UserNotFound","TestAuditLogin_UserNotFound"
"","364","shows all extensions when search is cleared","ActiveExtensionsCard","Tue May 05 00:56:12 UTC 2026","passed","Tue May 05 00:56:12 UTC 2026","","","",""
"","347","displays an autofocused text input","SearchCurrentNodes","Tue May 05 00:58:46 UTC 2026","passed","Tue May 05 00:58:47 UTC 2026","","","",""
"Test cases for TestParseUUID","2","TestParseUUID","","Tue May 05 00:55:25 UTC 2026","passed","Tue May 05 00:55:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestParseUUID","TestParseUUID"
"Test cases for TestConvertComputerToNode","0","TestConvertComputerToNode","","Tue May 05 00:55:30 UTC 2026","passed","Tue May 05 00:55:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertComputerToNode","TestConvertComputerToNode"
"","5","does not overwrite an existing localStorage value with initialValue","useLocalStorage","Tue May 05 00:57:55 UTC 2026","passed","Tue May 05 00:57:55 UTC 2026","","initial value","",""
"","1046","should render","ExploreSearch rendering per tab","Tue May 05 01:01:05 UTC 2026","passed","Tue May 05 01:01:06 UTC 2026","","","",""
"","140","does not show ""API Expiration Date"" column header when expiration is disabled","UserTokenManagementDialog - API Expiration Date column","Tue May 05 00:57:16 UTC 2026","passed","Tue May 05 00:57:16 UTC 2026","","","",""
"Test cases for TestDatabase_GetAssetGroupTag","0","TestDatabase_GetAssetGroupTag","","Tue May 05 00:55:12 UTC 2026","passed","Tue May 05 00:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestDatabase_GetAssetGroupTag","TestDatabase_GetAssetGroupTag"
"","1916","should close the edge filtering dialog when user clicks apply button","EdgeFilter","Tue May 05 00:58:23 UTC 2026","passed","Tue May 05 00:58:25 UTC 2026","","","",""
"","1","takes updatedParams and current URLSearchParams and returns a function","searchParams","Tue May 05 00:59:08 UTC 2026","passed","Tue May 05 00:59:08 UTC 2026","","setSingleParamFactory","",""
"","11","dismisses the ""no permission"" notification on unmount","useFinishedJobs","Tue May 05 00:58:10 UTC 2026","passed","Tue May 05 00:58:10 UTC 2026","","","",""
"","198","shows a table with finished jobs","FileIngestTable","Tue May 05 00:58:18 UTC 2026","passed","Tue May 05 00:58:18 UTC 2026","","","",""
"","0","returns false if value is {}","searchParams","Tue May 05 00:59:08 UTC 2026","passed","Tue May 05 00:59:08 UTC 2026","","isEmptyParam","",""
"","96","Calls the `Base` endpoint for a LocalUser type node","EntityObjectInformation","Tue May 05 00:58:27 UTC 2026","passed","Tue May 05 00:58:27 UTC 2026","","","",""
"Test cases for TestResources_ListADComputerDCOMUsers","1","TestResources_ListADComputerDCOMUsers","","Tue May 05 00:55:12 UTC 2026","passed","Tue May 05 00:55:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerDCOMUsers","TestResources_ListADComputerDCOMUsers"
"Test cases for TestInt64SetValid","0","TestInt64SetValid","","Tue May 05 00:55:15 UTC 2026","passed","Tue May 05 00:55:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64SetValid","TestInt64SetValid"
"","35","does not render when ruleId is empty","Delete Selector Button rendering","Tue May 05 01:00:19 UTC 2026","passed","Tue May 05 01:00:19 UTC 2026","","","",""
"Test cases for TestTimeIsZero","0","TestTimeIsZero","","Tue May 05 00:55:15 UTC 2026","passed","Tue May 05 00:55:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeIsZero","TestTimeIsZero"
"","0","should exclude operations within a tag when only the path matches but not all paths","opsFilter","Tue May 05 00:59:38 UTC 2026","passed","Tue May 05 00:59:38 UTC 2026","","","",""
"Test that the digester handles empty property lists gracefully","0","TestCacheEntryDigester_EmptyMatchers","","Tue May 05 00:55:19 UTC 2026","passed","Tue May 05 00:55:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestCacheEntryDigester_EmptyMatchers","TestCacheEntryDigester_EmptyMatchers"
"","2","reads and parses an existing value from localStorage","useLocalStorage","Tue May 05 00:57:55 UTC 2026","passed","Tue May 05 00:57:55 UTC 2026","","initial value","",""
"","32","the queries in the list only include nodes and edges that are defined in our schema","common search list","Tue May 05 01:00:15 UTC 2026","passed","Tue May 05 01:00:15 UTC 2026","","","",""
"Test cases for TestBoolIsZero","0","TestBoolIsZero","","Tue May 05 00:55:15 UTC 2026","passed","Tue May 05 00:55:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolIsZero","TestBoolIsZero"
"Test cases for TestJSONFloat_MarshalJSON_NaN","0","TestJSONFloat_MarshalJSON_NaN","","Tue May 05 00:55:15 UTC 2026","passed","Tue May 05 00:55:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_MarshalJSON_NaN","TestJSONFloat_MarshalJSON_NaN"
"","85","should display the ETAC role-based filtering badge when filtering is enabled","Zone Management","Tue May 05 00:59:31 UTC 2026","passed","Tue May 05 00:59:31 UTC 2026","","","",""
"","12","upon performing a search, updates the url params with the base64-encoded current query and sets searchType to 'cypher'","useCypherSearch","Tue May 05 01:00:12 UTC 2026","passed","Tue May 05 01:00:12 UTC 2026","","","",""
"","158","displays appropriate text when there are no matches for search term","SearchCurrentNodes","Tue May 05 00:58:47 UTC 2026","passed","Tue May 05 00:58:47 UTC 2026","","","",""
"","13","does not render the tooltip icon when tooltipText prop is not passed","ColumnHeaders","Tue May 05 00:58:32 UTC 2026","passed","Tue May 05 00:58:32 UTC 2026","","SortableHeader with Tooltip","",""
"Test cases for TestTracker_HasEdge_PropertyMismatchTriggersInsert","0","TestTracker_HasEdge_PropertyMismatchTriggersInsert","","Tue May 05 00:55:28 UTC 2026","passed","Tue May 05 00:55:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/post/TestTracker_HasEdge_PropertyMismatchTriggersInsert","TestTracker_HasEdge_PropertyMismatchTriggersInsert"
"Test cases for TestDomainSelectors_TestIsSortable","0","TestDomainSelectors_TestIsSortable","","Tue May 05 00:55:16 UTC 2026","passed","Tue May 05 00:55:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_TestIsSortable","TestDomainSelectors_TestIsSortable"
"Test cases for TestManagementResource_SAMLCallbackRedirect","6","TestManagementResource_SAMLCallbackRedirect","","Tue May 05 00:55:56 UTC 2026","passed","Tue May 05 00:55:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SAMLCallbackRedirect","TestManagementResource_SAMLCallbackRedirect"
"","287","shows a loading state","AssetGroupMenuItem","Tue May 05 00:57:31 UTC 2026","passed","Tue May 05 00:57:31 UTC 2026","","","",""
