"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestStore_GetNodeKindsByNames","0","TestStore_GetNodeKindsByNames","","Thu Jul 23 00:56:57 UTC 2026","passed","Thu Jul 23 00:56:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/graphdb/internal/appdb/TestStore_GetNodeKindsByNames","TestStore_GetNodeKindsByNames"
"","3865","categories default to expanded","Pathfinding","Thu Jul 23 00:57:34 UTC 2026","passed","Thu Jul 23 00:57:38 UTC 2026","","","",""
"","756","should render with a full list of multiple tenants and domains and no open graph environments as feature flag is off","Simple Environment Selector","Thu Jul 23 00:58:28 UTC 2026","passed","Thu Jul 23 00:58:29 UTC 2026","","","",""
"Test cases for TestGetSkipParamForGraphQuery","0","TestGetSkipParamForGraphQuery","","Thu Jul 23 00:56:29 UTC 2026","passed","Thu Jul 23 00:56:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGetSkipParamForGraphQuery","TestGetSkipParamForGraphQuery"
"","7","applies animation class to the title","ProcessingIndicator","Thu Jul 23 01:02:42 UTC 2026","passed","Thu Jul 23 01:02:42 UTC 2026","","","",""
"","1573","reverts to the default graph view when the user de-selects the currently selected table layout","GraphView","Thu Jul 23 01:03:13 UTC 2026","passed","Thu Jul 23 01:03:15 UTC 2026","","Layout selection and de-selection","",""
"","14","returns active-directory environmentInfo when environmentAggregation param is active-directory","useAvailableEnvironments","Thu Jul 23 00:59:52 UTC 2026","passed","Thu Jul 23 00:59:52 UTC 2026","","useSelectedEnvironment","",""
"","209","should disable the create provider button if the user lacks AUTH_MANAGE_PROVIDERS permission","SSOConfiguration","Thu Jul 23 00:58:19 UTC 2026","passed","Thu Jul 23 00:58:19 UTC 2026","","","",""
"Test cases for TestCreateUser_Failure","2","TestCreateUser_Failure","","Thu Jul 23 00:56:00 UTC 2026","passed","Thu Jul 23 00:56:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_Failure","TestCreateUser_Failure"
"","1260","should display all available SSO providers","UpdateUserDialog","Thu Jul 23 00:58:12 UTC 2026","passed","Thu Jul 23 00:58:13 UTC 2026","","","",""
"","9","displays lastlogontimestamp cell as NEVER when the value is -1","ExploreTableDataCell","Thu Jul 23 01:01:48 UTC 2026","passed","Thu Jul 23 01:01:48 UTC 2026","","","",""
"","9","adds new key to state","useObjectState","Thu Jul 23 01:01:43 UTC 2026","passed","Thu Jul 23 01:01:43 UTC 2026","","","",""
"Test cases for TestIsValidClientVersion","0","TestIsValidClientVersion","","Thu Jul 23 00:56:29 UTC 2026","passed","Thu Jul 23 00:56:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestIsValidClientVersion","TestIsValidClientVersion"
"Test cases for TestResources_UpdateSavedQuery_InvalidID","0","TestResources_UpdateSavedQuery_InvalidID","","Thu Jul 23 00:55:55 UTC 2026","passed","Thu Jul 23 00:55:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_InvalidID","TestResources_UpdateSavedQuery_InvalidID"
"Test cases for TestResources_ListADDomainDCSyncers","0","TestResources_ListADDomainDCSyncers","","Thu Jul 23 00:55:54 UTC 2026","passed","Thu Jul 23 00:55:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainDCSyncers","TestResources_ListADDomainDCSyncers"
"","1","returns a function that takes a key found in updatedParams and updates the searchParams with that matching value from updatedParams","searchParams","Thu Jul 23 01:00:55 UTC 2026","passed","Thu Jul 23 01:00:55 UTC 2026","","setSingleParamFactory","",""
"","4555","search forces sections to expand when there is a match","Pathfinding","Thu Jul 23 00:58:20 UTC 2026","passed","Thu Jul 23 00:58:24 UTC 2026","","","",""
"","422","should disable Cancel and Save buttons while isLoading is true","CreateUserDialog","Thu Jul 23 00:57:53 UTC 2026","passed","Thu Jul 23 00:57:53 UTC 2026","","","",""
"","3","returns bounds for text rendered to canvas","getLabelBoundsFromContext","Thu Jul 23 01:03:44 UTC 2026","passed","Thu Jul 23 01:03:44 UTC 2026","","","",""
