"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","182","renders Zone as first tab and is also the initially selected on first render in Zone View/Tab","Selected Details Tabs","Sat May 30 00:58:31 UTC 2026","passed","Sat May 30 00:58:31 UTC 2026","","Selected Details Tabs - Params present","",""
"","9","renders without label when label is empty string","StatusIndicator","Sat May 30 01:01:08 UTC 2026","passed","Sat May 30 01:01:08 UTC 2026","","","",""
"Test cases for TestCORSMiddleware","0","TestCORSMiddleware","","Sat May 30 00:54:52 UTC 2026","passed","Sat May 30 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestCORSMiddleware","TestCORSMiddleware"
"","11","should render a Field when the provided value is 0","Field","Sat May 30 01:00:45 UTC 2026","passed","Sat May 30 01:00:45 UTC 2026","","","",""
"Test cases for TestStringIsZero","0","TestStringIsZero","","Sat May 30 00:55:00 UTC 2026","passed","Sat May 30 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringIsZero","TestStringIsZero"
"Test cases for TestManagementResource_UpdateOIDCProvider","0","TestManagementResource_UpdateOIDCProvider","","Sat May 30 00:54:59 UTC 2026","passed","Sat May 30 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateOIDCProvider","TestManagementResource_UpdateOIDCProvider"
"Test cases for TestClearCache_HA","0","TestClearCache_HA","","Sat May 30 00:54:59 UTC 2026","passed","Sat May 30 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestClearCache_HA","TestClearCache_HA"
"Test cases for TestParseUserIP_XForwardedFor_RemoteAddr","0","TestParseUserIP_XForwardedFor_RemoteAddr","","Sat May 30 00:54:52 UTC 2026","passed","Sat May 30 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParseUserIP_XForwardedFor_RemoteAddr","TestParseUserIP_XForwardedFor_RemoteAddr"
"Test cases for TestAssetGroupSelectorSpec_Validate","0","TestAssetGroupSelectorSpec_Validate","","Sat May 30 00:55:00 UTC 2026","passed","Sat May 30 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestAssetGroupSelectorSpec_Validate","TestAssetGroupSelectorSpec_Validate"
"","2115","reverts to the default unselected state when the user de-selects the currently selected graph layout","GraphView","Sat May 30 01:01:52 UTC 2026","passed","Sat May 30 01:01:54 UTC 2026","","Layout selection and de-selection","",""
