"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1000","renders the form for editing an existing rule","Rule Form","Thu Apr 16 18:56:26 UTC 2026","passed","Thu Apr 16 18:56:27 UTC 2026","","","",""
"","800","renders a link to the explore page when member is clicked","GroupManagement","Thu Apr 16 19:01:49 UTC 2026","passed","Thu Apr 16 19:01:50 UTC 2026","","","",""
"","458","calls setFilters when the Confirm button is clicked","Privilege Zones History Filter Dialog","Thu Apr 16 18:58:19 UTC 2026","passed","Thu Apr 16 18:58:20 UTC 2026","","","",""
"","264","should display ""Close"" button","UserTokenManagementDialog","Thu Apr 16 18:57:03 UTC 2026","passed","Thu Apr 16 18:57:04 UTC 2026","","","",""
"","33","sets autoDisplayTable to false if query returns nodes only but the enabled prop is false","useExploreTableAutoDisplay","Thu Apr 16 18:59:53 UTC 2026","passed","Thu Apr 16 18:59:53 UTC 2026","","","",""
"","0","fails for password without special characters","testPassword","Thu Apr 16 19:00:56 UTC 2026","passed","Thu Apr 16 19:00:56 UTC 2026","","","",""
"","75","renders a ListItemActionMenu component","ListItemActionMenu","Thu Apr 16 18:59:22 UTC 2026","passed","Thu Apr 16 18:59:22 UTC 2026","","","",""
"Test cases for TestGraphQuery_PrepareCypherQuery","56","TestGraphQuery_PrepareCypherQuery","","Thu Apr 16 18:55:13 UTC 2026","passed","Thu Apr 16 18:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestGraphQuery_PrepareCypherQuery","TestGraphQuery_PrepareCypherQuery"
"Test cases for TestResources_SearchHandler","0","TestResources_SearchHandler","","Thu Apr 16 18:55:09 UTC 2026","passed","Thu Apr 16 18:55:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchHandler","TestResources_SearchHandler"
"Test cases for TestManagementResource_ServeSigningCertificate","9","TestManagementResource_ServeSigningCertificate","","Thu Apr 16 18:55:38 UTC 2026","passed","Thu Apr 16 18:55:38 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ServeSigningCertificate","TestManagementResource_ServeSigningCertificate"
"","65","sets autoDisplayTable to true if query returns nodes only, searchType = cypher, and and enabled is true","useExploreTableAutoDisplay","Thu Apr 16 18:59:53 UTC 2026","passed","Thu Apr 16 18:59:53 UTC 2026","","","",""
"","293","invalidates the extensions query after a successful upload","SchemaUploadDialog","Thu Apr 16 18:56:53 UTC 2026","passed","Thu Apr 16 18:56:54 UTC 2026","","","",""
"","18","dismisses the ""no permission"" notification on unmount","useFinishedJobs","Thu Apr 16 18:58:16 UTC 2026","passed","Thu Apr 16 18:58:16 UTC 2026","","","",""
"","70","Should display a list of the asset group members","AssetGroupMemberList","Thu Apr 16 19:00:09 UTC 2026","passed","Thu Apr 16 19:00:09 UTC 2026","","","",""
"","182","renders correctly","NodeIcon","Thu Apr 16 19:00:16 UTC 2026","passed","Thu Apr 16 19:00:16 UTC 2026","","","",""
"","386","should display correctly","DeleteConfirmationDialog","Thu Apr 16 19:00:24 UTC 2026","passed","Thu Apr 16 19:00:24 UTC 2026","","","",""
"","0","returns all collected environments when aggegation type is all","getEnvironmentAggregationIds","Thu Apr 16 18:56:21 UTC 2026","passed","Thu Apr 16 18:56:21 UTC 2026","","","",""
"","171","buttons are disabled while loading","OneTimePasscodeForm","Thu Apr 16 19:00:07 UTC 2026","passed","Thu Apr 16 19:00:08 UTC 2026","","","",""
"Test cases for TestMatches_FailureAction","2","TestMatches_FailureAction","","Thu Apr 16 18:55:11 UTC 2026","passed","Thu Apr 16 18:55:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureAction","TestMatches_FailureAction"
"","114","initializes the list with all filters checked by default","usePathfindingFilters","Thu Apr 16 19:00:20 UTC 2026","passed","Thu Apr 16 19:00:20 UTC 2026","","","",""
"","222","Verify Vault Reader count is the count returned by All Readers","EntityInfoDataTable","Thu Apr 16 18:57:00 UTC 2026","passed","Thu Apr 16 18:57:00 UTC 2026","","Node count for Vault Readers nested table","",""
"","4","returns a date string only if passed a string with a matching key","Formatting strings via formatPrimive","Thu Apr 16 18:57:20 UTC 2026","passed","Thu Apr 16 18:57:20 UTC 2026","","","",""
"","570","should not allow the input to exceed the allowed length","CreateUserForm","Thu Apr 16 18:56:50 UTC 2026","passed","Thu Apr 16 18:56:50 UTC 2026","","","",""
"","17","renders the tooltip icon when tooltipText prop is passed","ColumnHeaders","Thu Apr 16 18:58:43 UTC 2026","passed","Thu Apr 16 18:58:43 UTC 2026","","SortableHeader with Tooltip","",""
"Test cases for TestManagementResource_DeleteUser_DeleteUserError","598","TestManagementResource_DeleteUser_DeleteUserError","","Thu Apr 16 18:55:26 UTC 2026","passed","Thu Apr 16 18:55:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_DeleteUserError","TestManagementResource_DeleteUser_DeleteUserError"
"Test cases for TestResources_DeleteSavedQuery_DBError","0","TestResources_DeleteSavedQuery_DBError","","Thu Apr 16 18:55:09 UTC 2026","passed","Thu Apr 16 18:55:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_DBError","TestResources_DeleteSavedQuery_DBError"
"","329","does fires TagToLabelDialog when the Label option is clicked","TagToZoneLabel","Thu Apr 16 18:56:18 UTC 2026","passed","Thu Apr 16 18:56:19 UTC 2026","","","",""
"Test cases for TestPermissionsCheckAtLeastOne","0","TestPermissionsCheckAtLeastOne","","Thu Apr 16 18:55:03 UTC 2026","passed","Thu Apr 16 18:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestPermissionsCheckAtLeastOne","TestPermissionsCheckAtLeastOne"
"","978","displays validation error messages when password does not meet requirements","PasswordDialog","Thu Apr 16 18:56:37 UTC 2026","passed","Thu Apr 16 18:56:38 UTC 2026","","","",""
"Test cases for TestGetSkipParamForGraphQuery","0","TestGetSkipParamForGraphQuery","","Thu Apr 16 18:55:18 UTC 2026","passed","Thu Apr 16 18:55:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGetSkipParamForGraphQuery","TestGetSkipParamForGraphQuery"
"","625","does not allow confirmation while dates are invalid","FileIngestFilterDialog","Thu Apr 16 18:57:02 UTC 2026","passed","Thu Apr 16 18:57:03 UTC 2026","","Date Range Inputs","",""
"Test cases for TestResources_ListADIssuancePolicyLinkedCertTemplates","132","TestResources_ListADIssuancePolicyLinkedCertTemplates","","Thu Apr 16 18:55:09 UTC 2026","passed","Thu Apr 16 18:55:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADIssuancePolicyLinkedCertTemplates","TestResources_ListADIssuancePolicyLinkedCertTemplates"
"","375","renders a snackbar notification in the dom and tests autoHideDuration","AppNotifications","Thu Apr 16 18:59:37 UTC 2026","passed","Thu Apr 16 18:59:37 UTC 2026","","","",""
"","10","returns azure environmentInfo when environmentAggregation param is azure","useAvailableEnvironments","Thu Apr 16 18:58:22 UTC 2026","passed","Thu Apr 16 18:58:22 UTC 2026","","useSelectedEnvironment","",""
"","896","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and power user role is selected","CreateUserForm","Thu Apr 16 18:56:52 UTC 2026","passed","Thu Apr 16 18:56:53 UTC 2026","","","",""
"","757","calls onSave when valid form inputs are provided","PasswordDialog","Thu Apr 16 18:56:40 UTC 2026","passed","Thu Apr 16 18:56:41 UTC 2026","","","",""
"Test cases for TestDomainSelectors_GetFilterCriteria_Success_Empty","0","TestDomainSelectors_GetFilterCriteria_Success_Empty","","Thu Apr 16 18:55:11 UTC 2026","passed","Thu Apr 16 18:55:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_Success_Empty","TestDomainSelectors_GetFilterCriteria_Success_Empty"
"Test cases for TestRoleAssignments_NodesWithRolesExclusive","0","TestRoleAssignments_NodesWithRolesExclusive","","Thu Apr 16 18:55:21 UTC 2026","passed","Thu Apr 16 18:55:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestRoleAssignments_NodesWithRolesExclusive","TestRoleAssignments_NodesWithRolesExclusive"
"","9","should not render if open === false","ConfirmUpdateQueryDialog","Thu Apr 16 19:00:33 UTC 2026","passed","Thu Apr 16 19:00:33 UTC 2026","","","",""
"","142","Searching for existing node type returns node properties","useFetchEntityInfo","Thu Apr 16 18:58:32 UTC 2026","passed","Thu Apr 16 18:58:32 UTC 2026","","","",""
"Test cases for TestLoginResource_Logout","8","TestLoginResource_Logout","","Thu Apr 16 18:55:38 UTC 2026","passed","Thu Apr 16 18:55:38 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginResource_Logout","TestLoginResource_Logout"
"","1405","requires a password to disable MFA for a user when logged in without SSO","Users","Thu Apr 16 18:58:02 UTC 2026","passed","Thu Apr 16 18:58:04 UTC 2026","","","",""
"","79","should on clicking remove call clearSelectedItem","EntityInfoHeader","Thu Apr 16 18:59:16 UTC 2026","passed","Thu Apr 16 18:59:16 UTC 2026","","","",""
"","151","calls handleFilterChange with all filter types and empty strings when clicked while filters are active","AssetGroupEdit","Thu Apr 16 18:57:27 UTC 2026","passed","Thu Apr 16 18:57:27 UTC 2026","","Clear Filters button","",""
"Test cases for TestIsValidEmail","0","TestIsValidEmail","","Thu Apr 16 18:55:18 UTC 2026","passed","Thu Apr 16 18:55:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestIsValidEmail","TestIsValidEmail"
"","222","should display ""Disable Multi-Factor Authentication?"" title","Enable2FADialog","Thu Apr 16 18:59:33 UTC 2026","passed","Thu Apr 16 18:59:33 UTC 2026","","","",""
"Test cases for TestManagementResource_ListPermissions_InvalidFilterPredicate","0","TestManagementResource_ListPermissions_InvalidFilterPredicate","","Thu Apr 16 18:55:14 UTC 2026","passed","Thu Apr 16 18:55:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions_InvalidFilterPredicate","TestManagementResource_ListPermissions_InvalidFilterPredicate"
"","211","on clicking switch shows modal and when clicking cancel closes it and switch stays enabled","CitrixRDPConfiguration","Thu Apr 16 18:57:32 UTC 2026","passed","Thu Apr 16 18:57:33 UTC 2026","","Click on switch to disable","",""
"","90","sets autoDisplayTable to false if enabled param is false","useExploreTableAutoDisplay","Thu Apr 16 18:59:52 UTC 2026","passed","Thu Apr 16 18:59:53 UTC 2026","","","",""
"Test cases for TestRequireAllEnvironmentAccessMiddleware","0","TestRequireAllEnvironmentAccessMiddleware","","Thu Apr 16 18:55:03 UTC 2026","passed","Thu Apr 16 18:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestRequireAllEnvironmentAccessMiddleware","TestRequireAllEnvironmentAccessMiddleware"
"","295","filters extensions based on search input","ActiveExtensionsCard","Thu Apr 16 18:56:27 UTC 2026","passed","Thu Apr 16 18:56:28 UTC 2026","","","",""
"","1","returns name uniqueness message for ""name must be unique""","getErrorMessage","Thu Apr 16 18:56:55 UTC 2026","passed","Thu Apr 16 18:56:55 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainContainedGPOs","0","TestResources_ListADDomainContainedGPOs","","Thu Apr 16 18:55:09 UTC 2026","passed","Thu Apr 16 18:55:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedGPOs","TestResources_ListADDomainContainedGPOs"
"","725","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and read-only role is selected","CreateUserForm","Thu Apr 16 18:56:51 UTC 2026","passed","Thu Apr 16 18:56:52 UTC 2026","","","",""
