"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_UpdateSavedQuery_GetSavedQueryError","1","TestResources_UpdateSavedQuery_GetSavedQueryError","","Fri Apr 10 00:54:59 UTC 2026","passed","Fri Apr 10 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_GetSavedQueryError","TestResources_UpdateSavedQuery_GetSavedQueryError"
"","147","displays extensions in a table when data is available","ActiveExtensionsCard","Fri Apr 10 00:56:20 UTC 2026","passed","Fri Apr 10 00:56:20 UTC 2026","","","",""
"","15","makes no count request when neither a Tag or Rule is selected (tagId and ruleId are undefined from path params","useObjectCounts","Fri Apr 10 01:00:25 UTC 2026","passed","Fri Apr 10 01:00:25 UTC 2026","","","",""
"Test cases for TestQueries_BuildEntityQueryParams_DataTypeCount","0","TestQueries_BuildEntityQueryParams_DataTypeCount","","Fri Apr 10 00:55:06 UTC 2026","passed","Fri Apr 10 00:55:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_DataTypeCount","TestQueries_BuildEntityQueryParams_DataTypeCount"
"Test cases for TestManagementResource_UpdateOIDCProvider","1","TestManagementResource_UpdateOIDCProvider","","Fri Apr 10 00:55:46 UTC 2026","passed","Fri Apr 10 00:55:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateOIDCProvider","TestManagementResource_UpdateOIDCProvider"
"Test cases for TestDeduplicateKinds","0","TestDeduplicateKinds","","Fri Apr 10 00:55:07 UTC 2026","passed","Fri Apr 10 00:55:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestDeduplicateKinds","TestDeduplicateKinds"
"Test cases for TestManagementResource_SSOCallbackHandler","3","TestManagementResource_SSOCallbackHandler","","Fri Apr 10 00:55:46 UTC 2026","passed","Fri Apr 10 00:55:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SSOCallbackHandler","TestManagementResource_SSOCallbackHandler"
"Test cases for TestSignRequestTeeFailure","1","TestSignRequestTeeFailure","","Fri Apr 10 00:54:48 UTC 2026","passed","Fri Apr 10 00:54:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestTeeFailure","TestSignRequestTeeFailure"
"Test cases for TestOrphanFileSweeper_Clear","0","TestOrphanFileSweeper_Clear","","Fri Apr 10 00:55:01 UTC 2026","passed","Fri Apr 10 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestOrphanFileSweeper_Clear","TestOrphanFileSweeper_Clear"
"","266","toggles sort order when clicking sortable header","ObjectsAccordion","Fri Apr 10 00:58:50 UTC 2026","passed","Fri Apr 10 00:58:51 UTC 2026","","","",""
"Test cases for TestSupportsETACMiddleware","0","TestSupportsETACMiddleware","","Fri Apr 10 00:54:50 UTC 2026","passed","Fri Apr 10 00:54:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestSupportsETACMiddleware","TestSupportsETACMiddleware"
"","70","has a button with text Clear Filters","AssetGroupEdit","Fri Apr 10 00:57:21 UTC 2026","passed","Fri Apr 10 00:57:21 UTC 2026","","Clear Filters button","",""
"","6","renders without pulse animation by default","StatusIndicator","Fri Apr 10 01:00:44 UTC 2026","passed","Fri Apr 10 01:00:44 UTC 2026","","","",""
"","392","renders an empty message for the entity panel before a node is selected","GroupManagement","Fri Apr 10 01:01:43 UTC 2026","passed","Fri Apr 10 01:01:43 UTC 2026","","","",""
"","2827","should close the edge filtering dialog when user clicks cancel button","EdgeFilter","Fri Apr 10 00:58:26 UTC 2026","passed","Fri Apr 10 00:58:29 UTC 2026","","","",""
"Test cases for TestSortJSONArrayElements","1","TestSortJSONArrayElements","","Fri Apr 10 00:55:24 UTC 2026","passed","Fri Apr 10 00:55:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestSortJSONArrayElements","TestSortJSONArrayElements"
"","282","shows ""Clear All"" when all columns are selected","ManageColumnsComboBox","Fri Apr 10 00:57:03 UTC 2026","passed","Fri Apr 10 00:57:03 UTC 2026","","","",""
"","0","properly displays bitwise integers","Formatting number properties","Fri Apr 10 00:57:15 UTC 2026","passed","Fri Apr 10 00:57:15 UTC 2026","","","",""
"","10558","checking a subcategory updates all children (edge types) in its group","Pathfinding","Fri Apr 10 00:57:51 UTC 2026","passed","Fri Apr 10 00:58:01 UTC 2026","","","",""
"Test cases for TestManagementResource_CreateAuthToken","16611","TestManagementResource_CreateAuthToken","","Fri Apr 10 00:55:29 UTC 2026","passed","Fri Apr 10 00:55:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateAuthToken","TestManagementResource_CreateAuthToken"
"Test cases for TestCORSMiddleware","0","TestCORSMiddleware","","Fri Apr 10 00:54:50 UTC 2026","passed","Fri Apr 10 00:54:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestCORSMiddleware","TestCORSMiddleware"
"","533","displays default text for domain selector when globalDomain is null","GroupManagement","Fri Apr 10 01:01:41 UTC 2026","passed","Fri Apr 10 01:01:41 UTC 2026","","","",""
"Test cases for TestIsErrorResponse","0","TestIsErrorResponse","","Fri Apr 10 00:54:48 UTC 2026","passed","Fri Apr 10 00:54:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestIsErrorResponse","TestIsErrorResponse"
"Test cases for TestResources_GetSearchResult","0","TestResources_GetSearchResult","","Fri Apr 10 00:54:59 UTC 2026","passed","Fri Apr 10 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetSearchResult","TestResources_GetSearchResult"
"Test cases for TestGenericMap","0","TestGenericMap","","Fri Apr 10 00:55:24 UTC 2026","passed","Fri Apr 10 00:55:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGenericMap","TestGenericMap"
"","7","dismisses the ""no permission"" notification on unmount","useFinishedJobs","Fri Apr 10 00:58:11 UTC 2026","passed","Fri Apr 10 00:58:11 UTC 2026","","","",""
"Test cases for TestResources_GetDomainEntityInfo","1","TestResources_GetDomainEntityInfo","","Fri Apr 10 00:54:59 UTC 2026","passed","Fri Apr 10 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetDomainEntityInfo","TestResources_GetDomainEntityInfo"
"Test cases for TestManagementResource_UpdateUser_LookupActiveSessionsError","1032","TestManagementResource_UpdateUser_LookupActiveSessionsError","","Fri Apr 10 00:55:19 UTC 2026","passed","Fri Apr 10 00:55:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_LookupActiveSessionsError","TestManagementResource_UpdateUser_LookupActiveSessionsError"
"Copyright 2021 The Go Authors. All rights reserved.TestConcat was ripped from go1.22 source and should be replaced with the stdlib implementation when we move to 1.22Original source: https:","0","TestConcat_too_large","","Fri Apr 10 00:55:41 UTC 2026","passed","Fri Apr 10 00:55:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestConcat_too_large","TestConcat_too_large"
"Test cases for TestResources_CreateSavedQuery_CreateFailure","0","TestResources_CreateSavedQuery_CreateFailure","","Fri Apr 10 00:54:59 UTC 2026","passed","Fri Apr 10 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_CreateFailure","TestResources_CreateSavedQuery_CreateFailure"
"","106","shows the direct object and expanded object list when results are present for both","Seed Selection Results","Fri Apr 10 00:56:57 UTC 2026","passed","Fri Apr 10 00:56:57 UTC 2026","","","",""
"Test cases for TestManagementResource_CreateOIDCProvider","1","TestManagementResource_CreateOIDCProvider","","Fri Apr 10 00:55:46 UTC 2026","passed","Fri Apr 10 00:55:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateOIDCProvider","TestManagementResource_CreateOIDCProvider"
"","19","should display hidden label for hidden edge","EdgeInfoHeader","Fri Apr 10 00:59:29 UTC 2026","passed","Fri Apr 10 00:59:29 UTC 2026","","","",""
"","0","Fetching the data timed out","Getting the text for the disabled item display for a search when there are no results","Fri Apr 10 00:59:13 UTC 2026","passed","Fri Apr 10 00:59:13 UTC 2026","","Error states","",""
"Test cases for TestResources_ListADDomainForeignGroups","7","TestResources_ListADDomainForeignGroups","","Fri Apr 10 00:54:59 UTC 2026","passed","Fri Apr 10 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignGroups","TestResources_ListADDomainForeignGroups"
"","2","returns the node_keys from the graphData with duplicate keys removed and known keys added","getExploreTableData","Fri Apr 10 00:58:43 UTC 2026","passed","Fri Apr 10 00:58:43 UTC 2026","","","",""
"Test cases for TestManagementResource_CreateSAMLProviderMultipart","10","TestManagementResource_CreateSAMLProviderMultipart","","Fri Apr 10 00:55:46 UTC 2026","passed","Fri Apr 10 00:55:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateSAMLProviderMultipart","TestManagementResource_CreateSAMLProviderMultipart"
"","74","renders citrix config controls","BloodHoundConfiguration","Fri Apr 10 01:02:05 UTC 2026","passed","Fri Apr 10 01:02:06 UTC 2026","","","",""
"Test cases for TestResources_EndIngestJob","142","TestResources_EndIngestJob","","Fri Apr 10 00:54:59 UTC 2026","passed","Fri Apr 10 00:55:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_EndIngestJob","TestResources_EndIngestJob"
