"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","894","should render with a full list of multiple tenants and domains","Simple Environment Selector","Tue Apr 28 18:58:04 UTC 2026","passed","Tue Apr 28 18:58:05 UTC 2026","","","",""
"","276","invalidates the extensions query after a successful upload","SchemaUploadDialog","Tue Apr 28 18:57:21 UTC 2026","passed","Tue Apr 28 18:57:21 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","0","TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","","Tue Apr 28 18:55:08 UTC 2026","passed","Tue Apr 28 18:55:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase"
"Test cases for TestSIDSuffix_PrependPrefix","0","TestSIDSuffix_PrependPrefix","","Tue Apr 28 18:55:30 UTC 2026","passed","Tue Apr 28 18:55:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestSIDSuffix_PrependPrefix","TestSIDSuffix_PrependPrefix"
"","11","shows hint by default","ManagedDatePicker - placeholders","Tue Apr 28 18:58:46 UTC 2026","passed","Tue Apr 28 18:58:46 UTC 2026","","","",""
"","0","handles specific Active Directory properties differently than Azure derived properties","Formatting number properties","Tue Apr 28 18:57:47 UTC 2026","passed","Tue Apr 28 18:57:47 UTC 2026","","","",""
"Test cases for TestResources_GetShortestPath_ETAC","27","TestResources_GetShortestPath_ETAC","","Tue Apr 28 18:55:08 UTC 2026","passed","Tue Apr 28 18:55:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetShortestPath_ETAC","TestResources_GetShortestPath_ETAC"
"","4","handles ISO 8601 formatted date strings and converts it into our standard date display format","Formatting string properties","Tue Apr 28 18:57:47 UTC 2026","passed","Tue Apr 28 18:57:47 UTC 2026","","","",""
"","24","selector members refetches on sort change","the useAssetGroupTags utilities","Tue Apr 28 18:57:37 UTC 2026","passed","Tue Apr 28 18:57:37 UTC 2026","","","",""
"","3135","Clicking on a row causes row to be selected","ExploreTable","Tue Apr 28 18:56:10 UTC 2026","passed","Tue Apr 28 18:56:13 UTC 2026","","","",""
"","47","Error handling for fetching edge information","EdgeObjectInformation","Tue Apr 28 18:59:07 UTC 2026","passed","Tue Apr 28 18:59:07 UTC 2026","","","",""
"","168","renders the form for creating a new label","Tag Form","Tue Apr 28 18:56:05 UTC 2026","passed","Tue Apr 28 18:56:05 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_InvalidBody","0","TestResources_UpdateSavedQuery_InvalidBody","","Tue Apr 28 18:55:08 UTC 2026","passed","Tue Apr 28 18:55:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_InvalidBody","TestResources_UpdateSavedQuery_InvalidBody"
"","2","dispatches a storage event with null newValue when the key is removed","useLocalStorage","Tue Apr 28 18:58:12 UTC 2026","passed","Tue Apr 28 18:58:12 UTC 2026","","storage event synchronisation","",""
"Test cases for TestMergeNodeKinds","0","TestMergeNodeKinds","","Tue Apr 28 18:55:14 UTC 2026","passed","Tue Apr 28 18:55:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMergeNodeKinds","TestMergeNodeKinds"
"","2477","should close the edge filtering dialog when user clicks cancel button","EdgeFilter","Tue Apr 28 18:58:38 UTC 2026","passed","Tue Apr 28 18:58:41 UTC 2026","","","",""
"","0","Input does not contain a type","Parsing the debounced input for type and keyword values","Tue Apr 28 18:59:19 UTC 2026","passed","Tue Apr 28 18:59:19 UTC 2026","","","",""
"","663","should display all available roles","CreateUserDialog","Tue Apr 28 18:56:42 UTC 2026","passed","Tue Apr 28 18:56:43 UTC 2026","","","",""
