"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestIsDeadlockError","0","TestIsDeadlockError","","Sat Jun 27 00:55:03 UTC 2026","passed","Sat Jun 27 00:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestIsDeadlockError","TestIsDeadlockError"
"Test cases for TestResources_SearchAssetGroupTagHistory","120","TestResources_SearchAssetGroupTagHistory","","Sat Jun 27 00:55:01 UTC 2026","passed","Sat Jun 27 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchAssetGroupTagHistory","TestResources_SearchAssetGroupTagHistory"
"Test cases for TestParseLimitQueryParameter","0","TestParseLimitQueryParameter","","Sat Jun 27 00:55:01 UTC 2026","passed","Sat Jun 27 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseLimitQueryParameter","TestParseLimitQueryParameter"
"","6","clears sort state","useSortParams","Sat Jun 27 00:59:51 UTC 2026","passed","Sat Jun 27 00:59:51 UTC 2026","","","",""
"","692","dark mode should persist between logging in and out","redux store","Sat Jun 27 01:02:34 UTC 2026","passed","Sat Jun 27 01:02:35 UTC 2026","","","",""
"Test cases for TestAddOrderByToNeo4jQuery_NoOrderByClause","1","TestAddOrderByToNeo4jQuery_NoOrderByClause","","Sat Jun 27 00:55:01 UTC 2026","passed","Sat Jun 27 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestAddOrderByToNeo4jQuery_NoOrderByClause","TestAddOrderByToNeo4jQuery_NoOrderByClause"
"Test cases for TestArgon2Digest_String","0","TestArgon2Digest_String","","Sat Jun 27 00:55:30 UTC 2026","passed","Sat Jun 27 00:55:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/crypto/TestArgon2Digest_String","TestArgon2Digest_String"
"","0","abbreviates thousands, millions, billions, trillions as expected","numberFormatting","Sat Jun 27 00:59:15 UTC 2026","passed","Sat Jun 27 00:59:15 UTC 2026","","","",""
"Test cases for Test_ValidateGraph","11","Test_ValidateGraph","","Sat Jun 27 00:55:14 UTC 2026","passed","Sat Jun 27 00:55:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/Test_ValidateGraph","Test_ValidateGraph"
"","3100","when user performs a pathfinding search, the swap button is disabled until both the start and destination nodes are provided","Pathfinding: interaction","Sat Jun 27 00:58:41 UTC 2026","passed","Sat Jun 27 00:58:44 UTC 2026","","","",""
"Test cases for TestValidateTOTPSecret","1","TestValidateTOTPSecret","","Sat Jun 27 00:55:02 UTC 2026","passed","Sat Jun 27 00:55:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/auth/TestValidateTOTPSecret","TestValidateTOTPSecret"
"Test cases for TestLocalStore_PathSafety","42","TestLocalStore_PathSafety","","Sat Jun 27 00:55:50 UTC 2026","passed","Sat Jun 27 00:55:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestLocalStore_PathSafety","TestLocalStore_PathSafety"
"Test cases for TestIngestJobs_ValidFilters","0","TestIngestJobs_ValidFilters","","Sat Jun 27 00:55:06 UTC 2026","passed","Sat Jun 27 00:55:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestIngestJobs_ValidFilters","TestIngestJobs_ValidFilters"
"","659","when a search result is clicked it calls `handleNodeSelected`","ExploreSearchCombobox","Sat Jun 27 00:58:15 UTC 2026","passed","Sat Jun 27 00:58:16 UTC 2026","","","",""
"","465","reflects the persisted selected layout in the controls menu","GraphView","Sat Jun 27 01:02:02 UTC 2026","passed","Sat Jun 27 01:02:03 UTC 2026","","Layout selection and de-selection","",""
"","846","should initiate data loading when an item is selected","Simple Environment Selector","Sat Jun 27 00:58:27 UTC 2026","passed","Sat Jun 27 00:58:28 UTC 2026","","","",""
"","7","announces a polite message (default priority)","AnnouncementProvider","Sat Jun 27 00:59:16 UTC 2026","passed","Sat Jun 27 00:59:16 UTC 2026","","","",""
"","0","shows no collection methods","toCollected","Sat Jun 27 01:01:02 UTC 2026","passed","Sat Jun 27 01:01:02 UTC 2026","","","",""
"","481","calls setFilters when the Confirm button is clicked","Privilege Zones History Filter Dialog","Sat Jun 27 00:58:46 UTC 2026","passed","Sat Jun 27 00:58:46 UTC 2026","","","",""
"","445","renders","EarlyAccessFeaturesWarningDialog","Sat Jun 27 01:02:41 UTC 2026","passed","Sat Jun 27 01:02:42 UTC 2026","","","",""
