"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","190","should display the ""My Profile"" title","UserProfile","Wed Feb 25 00:57:43 UTC 2026","passed","Wed Feb 25 00:57:43 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_NotAUserAuth","0","TestResources_DeleteSavedQuery_NotAUserAuth","","Wed Feb 25 00:54:52 UTC 2026","passed","Wed Feb 25 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_NotAUserAuth","TestResources_DeleteSavedQuery_NotAUserAuth"
"","45","returns when zone limit is reached","useTagLimits","Wed Feb 25 00:56:10 UTC 2026","passed","Wed Feb 25 00:56:10 UTC 2026","","","",""
"","109","temporarily displays the checkmark icon after clicking copy","ExploreTableDataCell","Wed Feb 25 00:59:20 UTC 2026","passed","Wed Feb 25 00:59:20 UTC 2026","","","",""
"","175","should disable the create provider button and not display providers if the user lacks permission","SSOConfiguration","Wed Feb 25 00:56:44 UTC 2026","passed","Wed Feb 25 00:56:44 UTC 2026","","","",""
"Test cases for TestParseAGMembersFromNodes_MissingNodeProperties","0","TestParseAGMembersFromNodes_MissingNodeProperties","","Wed Feb 25 00:54:52 UTC 2026","passed","Wed Feb 25 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseAGMembersFromNodes_MissingNodeProperties","TestParseAGMembersFromNodes_MissingNodeProperties"
"Test cases for TestResources_UpdateSavedQuery_InvalidID","0","TestResources_UpdateSavedQuery_InvalidID","","Wed Feb 25 00:54:52 UTC 2026","passed","Wed Feb 25 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_InvalidID","TestResources_UpdateSavedQuery_InvalidID"
"","0","should ignore case when filtering","OperationsFilterPlugin","Wed Feb 25 01:00:02 UTC 2026","passed","Wed Feb 25 01:00:02 UTC 2026","","","",""
"","1347","should call the setCypherQuery handler when the value in the editor changes","CypherSearch","Wed Feb 25 00:57:57 UTC 2026","passed","Wed Feb 25 00:57:58 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_Filtered","2","TestResources_ListAuditLogs_Filtered","","Wed Feb 25 00:54:52 UTC 2026","passed","Wed Feb 25 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_Filtered","TestResources_ListAuditLogs_Filtered"
"","7","renders the ZoneSelector when available and on a Zone page","TagSelector","Wed Feb 25 00:58:17 UTC 2026","passed","Wed Feb 25 00:58:17 UTC 2026","","","",""
"","2","runs a node search when the query param is set to ""node""","useExploreGraph","Wed Feb 25 00:57:25 UTC 2026","passed","Wed Feb 25 00:57:25 UTC 2026","","exploreGraphQueryFactory","",""
"Test cases for TestGenerateTOTPSecret","0","TestGenerateTOTPSecret","","Wed Feb 25 00:54:53 UTC 2026","passed","Wed Feb 25 00:54:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/auth/TestGenerateTOTPSecret","TestGenerateTOTPSecret"
"Test cases for TestResources_ExportSavedQueries","32","TestResources_ExportSavedQueries","","Wed Feb 25 00:54:52 UTC 2026","passed","Wed Feb 25 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ExportSavedQueries","TestResources_ExportSavedQueries"
"Test cases for TestResources_GetShortestPath_ETAC","37","TestResources_GetShortestPath_ETAC","","Wed Feb 25 00:54:52 UTC 2026","passed","Wed Feb 25 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetShortestPath_ETAC","TestResources_GetShortestPath_ETAC"
"Test cases for TestIntFrom","0","TestIntFrom","","Wed Feb 25 00:54:57 UTC 2026","passed","Wed Feb 25 00:54:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntFrom","TestIntFrom"
"","364","should disable Cancel and Save buttons while isLoading is true","CreateUserDialog","Wed Feb 25 00:56:18 UTC 2026","passed","Wed Feb 25 00:56:19 UTC 2026","","","",""
"","191","Close button click causes the callback function to be called","ExploreTable","Wed Feb 25 00:55:42 UTC 2026","passed","Wed Feb 25 00:55:42 UTC 2026","","","",""
"","271","navigates to all rules when clicking ""All Rules""","RulesAccordion","Wed Feb 25 00:58:06 UTC 2026","passed","Wed Feb 25 00:58:06 UTC 2026","","","",""
