"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should include a tag with only the matching operations when the path matches","opsFilter","Wed May 27 07:00:22 UTC 2026","passed","Wed May 27 07:00:22 UTC 2026","","","",""
"Test cases for TestMergeNodeKinds","0","TestMergeNodeKinds","","Wed May 27 06:55:17 UTC 2026","passed","Wed May 27 06:55:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMergeNodeKinds","TestMergeNodeKinds"
"","9","when password is expired and on password reset page, no redirect occurs","AuthenticatedRoute","Wed May 27 07:02:24 UTC 2026","passed","Wed May 27 07:02:24 UTC 2026","","","",""
"","1713","renders a table if the query has NO node edges","GraphView","Wed May 27 07:01:56 UTC 2026","passed","Wed May 27 07:01:58 UTC 2026","","","",""
"Test cases for TestNewAuditLog_Error","0","TestNewAuditLog_Error","","Wed May 27 06:55:13 UTC 2026","passed","Wed May 27 06:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestNewAuditLog_Error","TestNewAuditLog_Error"
"","560","sets exploreSearchTab param to node when the user clicks the `Search` tab","ExploreSearch sets searchType on tab changing","Wed May 27 07:02:03 UTC 2026","passed","Wed May 27 07:02:04 UTC 2026","","","",""
"Test cases for Test_HarnessSetup","0","Test_HarnessSetup","","Wed May 27 06:55:28 UTC 2026","passed","Wed May 27 06:55:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_HarnessSetup","Test_HarnessSetup"
"Test cases for TestFloatIsZero","0","TestFloatIsZero","","Wed May 27 06:55:13 UTC 2026","passed","Wed May 27 06:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatIsZero","TestFloatIsZero"
"Test cases for TestAssetGroupMembers_SortBy","0","TestAssetGroupMembers_SortBy","","Wed May 27 06:54:59 UTC 2026","passed","Wed May 27 06:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAssetGroupMembers_SortBy","TestAssetGroupMembers_SortBy"
"","120","should call onLoginViaSAML when login via sso button clicked","LoginForm","Wed May 27 07:00:44 UTC 2026","passed","Wed May 27 07:00:44 UTC 2026","","","",""
"TestMigrator_GenerateManifestAfterVersion builds upon the GenerateManifest testby starting from different version points and spot checking migration counts.","1","TestMigrator_GenerateManifestAfterVersion","","Wed May 27 06:55:13 UTC 2026","passed","Wed May 27 06:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestMigrator_GenerateManifestAfterVersion","TestMigrator_GenerateManifestAfterVersion"
"Test cases for TestManagementResource_DeleteSAMLProvider","0","TestManagementResource_DeleteSAMLProvider","","Wed May 27 06:55:16 UTC 2026","passed","Wed May 27 06:55:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteSAMLProvider","TestManagementResource_DeleteSAMLProvider"
"Test cases for TestResources_ListUsersMinimal","5","TestResources_ListUsersMinimal","","Wed May 27 06:55:45 UTC 2026","passed","Wed May 27 06:55:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestResources_ListUsersMinimal","TestResources_ListUsersMinimal"
"","0","matches all AZ edges","Make sure pathfinding filterable edges match schemagen","Wed May 27 07:01:25 UTC 2026","passed","Wed May 27 07:01:25 UTC 2026","","","",""
"","232","adds node to asset group tag without confirmation","AssetGroupMenuItem","Wed May 27 06:58:05 UTC 2026","passed","Wed May 27 06:58:06 UTC 2026","","","",""
"Test cases for TestGetPlatformAggregateStats_Failure","11","TestGetPlatformAggregateStats_Failure","","Wed May 27 06:55:10 UTC 2026","passed","Wed May 27 06:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetPlatformAggregateStats_Failure","TestGetPlatformAggregateStats_Failure"
"Test cases for TestBHCEStaticHandler","22","TestBHCEStaticHandler","","Wed May 27 06:55:05 UTC 2026","passed","Wed May 27 06:55:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/static/TestBHCEStaticHandler","TestBHCEStaticHandler"
"Test cases for TestStringScan","0","TestStringScan","","Wed May 27 06:55:13 UTC 2026","passed","Wed May 27 06:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringScan","TestStringScan"
"","567","Displays the selectors list if passed in through additional sections","EntityInfoDataTableList","Wed May 27 06:59:21 UTC 2026","passed","Wed May 27 06:59:22 UTC 2026","","","",""
"","541","calls onSave without current password when requireCurrentPassword is false","PasswordDialog","Wed May 27 06:56:48 UTC 2026","passed","Wed May 27 06:56:49 UTC 2026","","","",""
"","3210","should open edge filtering dialog","EdgeFilter","Wed May 27 06:58:55 UTC 2026","passed","Wed May 27 06:58:58 UTC 2026","","","",""
"","295","filters unselected columns when typing in the filter input","ManageColumnsComboBox","Wed May 27 06:57:58 UTC 2026","passed","Wed May 27 06:57:59 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_GetUserError","1084","TestManagementResource_UpdateUser_GetUserError","","Wed May 27 06:55:25 UTC 2026","passed","Wed May 27 06:55:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_GetUserError","TestManagementResource_UpdateUser_GetUserError"
"Test cases for TestResources_ListCAPKIHierarchy","0","TestResources_ListCAPKIHierarchy","","Wed May 27 06:55:10 UTC 2026","passed","Wed May 27 06:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListCAPKIHierarchy","TestResources_ListCAPKIHierarchy"
"","11","shows hint by default","ManagedDatePicker - placeholders","Wed May 27 06:59:06 UTC 2026","passed","Wed May 27 06:59:06 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_PublicQueryAndUserIsAdmin","0","TestResources_DeleteSavedQuery_PublicQueryAndUserIsAdmin","","Wed May 27 06:55:10 UTC 2026","passed","Wed May 27 06:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_PublicQueryAndUserIsAdmin","TestResources_DeleteSavedQuery_PublicQueryAndUserIsAdmin"
"","1415","Explore URL Accounts for irregular characters in cypher query","Rule Form","Wed May 27 06:56:28 UTC 2026","passed","Wed May 27 06:56:29 UTC 2026","","","",""
