"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestTagScanner_NextTopLevelTag","0","TestTagScanner_NextTopLevelTag","","Fri May 15 00:55:07 UTC 2026","passed","Fri May 15 00:55:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestTagScanner_NextTopLevelTag","TestTagScanner_NextTopLevelTag"
"","319","renders the Object Tab content when Object tab is chosen","Selected Details Tab Content","Fri May 15 01:00:08 UTC 2026","passed","Fri May 15 01:00:08 UTC 2026","","","",""
"","8","returns all collected environment ids associated to a given aggregation","getEnvironmentAggregationIds","Fri May 15 00:56:10 UTC 2026","passed","Fri May 15 00:56:10 UTC 2026","","","",""
"","10","does not request finished jobs if lacking permission","useFinishedJobs","Fri May 15 00:58:23 UTC 2026","passed","Fri May 15 00:58:23 UTC 2026","","","",""
"","37","does not render count for a selected zone if prop is not set","DynamicDetails","Fri May 15 00:58:04 UTC 2026","passed","Fri May 15 00:58:05 UTC 2026","","","",""
"","815","clicking checkbox will remove error if present","DatabaseManagement","Fri May 15 01:01:26 UTC 2026","passed","Fri May 15 01:01:27 UTC 2026","","","",""
"Test cases for TestTrackerBuilder_Build_SortsKeysAndIDs","0","TestTrackerBuilder_Build_SortsKeysAndIDs","","Fri May 15 00:55:13 UTC 2026","passed","Fri May 15 00:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/post/TestTrackerBuilder_Build_SortsKeysAndIDs","TestTrackerBuilder_Build_SortsKeysAndIDs"
"Test cases for TestWriteAndValidateJSON","9","TestWriteAndValidateJSON","","Fri May 15 00:55:07 UTC 2026","passed","Fri May 15 00:55:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateJSON","TestWriteAndValidateJSON"
"","6","when password is not expired no redirect occurs","AuthenticatedRoute","Fri May 15 01:01:53 UTC 2026","passed","Fri May 15 01:01:53 UTC 2026","","","",""
"","34","should highlight selected route","Main Nav Route Highlighting","Fri May 15 00:58:06 UTC 2026","passed","Fri May 15 00:58:06 UTC 2026","","","",""
"Test cases for TestMarshalBoolText","0","TestMarshalBoolText","","Fri May 15 00:55:01 UTC 2026","passed","Fri May 15 00:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalBoolText","TestMarshalBoolText"
"Test cases for TestFetchTenants","0","TestFetchTenants","","Fri May 15 00:55:13 UTC 2026","passed","Fri May 15 00:55:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestFetchTenants","TestFetchTenants"
"","149","should display","GenericErrorBoundaryFallback","Fri May 15 01:01:01 UTC 2026","passed","Fri May 15 01:01:01 UTC 2026","","","",""
"","96","disables the Columns button when the disabled prop is true","ManageColumnsComboBox","Fri May 15 00:57:35 UTC 2026","passed","Fri May 15 00:57:36 UTC 2026","","","",""
"Test cases for TestIsValidClientVersion","0","TestIsValidClientVersion","","Fri May 15 00:55:08 UTC 2026","passed","Fri May 15 00:55:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestIsValidClientVersion","TestIsValidClientVersion"
"","215","The API key management option should appear in profile page if the user is configured for SAML login","UserProfile with SSO User","Fri May 15 00:57:59 UTC 2026","passed","Fri May 15 00:57:59 UTC 2026","","","",""
"Test cases for TestCache_Set","1","TestCache_Set","","Fri May 15 00:55:14 UTC 2026","passed","Fri May 15 00:55:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Set","TestCache_Set"
"","81","Calls the `Base` endpoint for a LocalGroup type node","EntityObjectInformation","Fri May 15 00:58:40 UTC 2026","passed","Fri May 15 00:58:40 UTC 2026","","","",""
"","650","should open save dialog on keyboard press alt+S","CypherSearch","Fri May 15 00:56:45 UTC 2026","passed","Fri May 15 00:56:45 UTC 2026","","","",""
"","751","renders a link to the explore page when member is clicked","GroupManagement","Fri May 15 01:01:49 UTC 2026","passed","Fri May 15 01:01:49 UTC 2026","","","",""
"","115","should call onCancel when return to login button clicked","PasswordResetForm","Fri May 15 00:58:34 UTC 2026","passed","Fri May 15 00:58:34 UTC 2026","","","",""
"Test cases for Test_AuthMiddleware","0","Test_AuthMiddleware","","Fri May 15 00:54:52 UTC 2026","passed","Fri May 15 00:54:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/Test_AuthMiddleware","Test_AuthMiddleware"
"Test cases for TestResources_DeleteAssetGroupTagSelector","1","TestResources_DeleteAssetGroupTagSelector","","Fri May 15 00:54:59 UTC 2026","passed","Fri May 15 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteAssetGroupTagSelector","TestResources_DeleteAssetGroupTagSelector"
"Test cases for TestResources_ListSavedQueries","35","TestResources_ListSavedQueries","","Fri May 15 00:54:59 UTC 2026","passed","Fri May 15 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListSavedQueries","TestResources_ListSavedQueries"
"Test cases for TestCache_Reset","0","TestCache_Reset","","Fri May 15 00:55:14 UTC 2026","passed","Fri May 15 00:55:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Reset","TestCache_Reset"
"","119","calls onSort when clicked","ColumnHeaders","Fri May 15 00:58:45 UTC 2026","passed","Fri May 15 00:58:45 UTC 2026","","SortableHeader","",""
"Test cases for TestParseLimitQueryParameter_Invalid","0","TestParseLimitQueryParameter_Invalid","","Fri May 15 00:54:59 UTC 2026","passed","Fri May 15 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseLimitQueryParameter_Invalid","TestParseLimitQueryParameter_Invalid"
"Test cases for TestResources_BuildDeleteRequest","0","TestResources_BuildDeleteRequest","","Fri May 15 00:54:59 UTC 2026","passed","Fri May 15 00:54:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_BuildDeleteRequest","TestResources_BuildDeleteRequest"
