"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestSortParseAndValidate_Parsing","0","TestSortParseAndValidate_Parsing","","Wed Jul 22 18:55:07 UTC 2026","passed","Wed Jul 22 18:55:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/params/TestSortParseAndValidate_Parsing","TestSortParseAndValidate_Parsing"
"","0","returns undefined if graphData is {} or not a GraphResponse","getExploreTableData","Wed Jul 22 18:59:23 UTC 2026","passed","Wed Jul 22 18:59:23 UTC 2026","","","",""
"","137","initializes search tab to the exploreSearchTab on initial render","ExploreSearch sets searchType on tab changing","Wed Jul 22 19:02:20 UTC 2026","passed","Wed Jul 22 19:02:20 UTC 2026","","","",""
"","93","defaults to wrapped and removes .wrapped class when unwrap btn is clicked","CodeController","Wed Jul 22 19:01:21 UTC 2026","passed","Wed Jul 22 19:01:21 UTC 2026","","","",""
"Test cases for TestNodeNamePrefix_AppendSuffix","3","TestNodeNamePrefix_AppendSuffix","","Wed Jul 22 18:55:06 UTC 2026","passed","Wed Jul 22 18:55:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestNodeNamePrefix_AppendSuffix","TestNodeNamePrefix_AppendSuffix"
"Test cases for TestMergeNodeKinds","0","TestMergeNodeKinds","","Wed Jul 22 18:55:04 UTC 2026","passed","Wed Jul 22 18:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMergeNodeKinds","TestMergeNodeKinds"
"Test cases for TestPredefinedNodeNamePrefixes","0","TestPredefinedNodeNamePrefixes","","Wed Jul 22 18:55:06 UTC 2026","passed","Wed Jul 22 18:55:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestPredefinedNodeNamePrefixes","TestPredefinedNodeNamePrefixes"
"Test cases for TestMatches_FailureAction","0","TestMatches_FailureAction","","Wed Jul 22 18:55:04 UTC 2026","passed","Wed Jul 22 18:55:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureAction","TestMatches_FailureAction"
"Test cases for Test_signedRequestDate","0","Test_signedRequestDate","","Wed Jul 22 18:54:56 UTC 2026","passed","Wed Jul 22 18:54:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/Test_signedRequestDate","Test_signedRequestDate"
"Test cases for Test_UseHarness","0","Test_UseHarness","","Wed Jul 22 18:55:07 UTC 2026","passed","Wed Jul 22 18:55:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_UseHarness","Test_UseHarness"
"","155","calls clickHandler when a line item is clicked","PrebuiltSearchList","Wed Jul 22 18:59:18 UTC 2026","passed","Wed Jul 22 18:59:19 UTC 2026","","","",""
"TestService_checkUserAccessToEnvironments_AllEnvironments covers theshort-circuit branch that is unreachable through CheckUserAccess (becauseshouldFilterForETAC already excludes all-environment users).","0","TestService_checkUserAccessToEnvironments_AllEnvironments","","Wed Jul 22 18:55:10 UTC 2026","passed","Wed Jul 22 18:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/etac/internal/services/TestService_checkUserAccessToEnvironments_AllEnvironments","TestService_checkUserAccessToEnvironments_AllEnvironments"
"Test cases for TestNewPipelineStepsAreRunnable","0","TestNewPipelineStepsAreRunnable","","Wed Jul 22 18:55:06 UTC 2026","passed","Wed Jul 22 18:55:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/TestNewPipelineStepsAreRunnable","TestNewPipelineStepsAreRunnable"
"","245","displays 0 when a given sections returns empty, and sums the rest of the sections correctly","EntityInfoDataTable","Wed Jul 22 18:57:55 UTC 2026","passed","Wed Jul 22 18:57:55 UTC 2026","","Node count for nested table that counts all sections","",""
"","180","should render a nav element with logo, two lists, a version number and a powered by","MainNav","Wed Jul 22 18:58:39 UTC 2026","passed","Wed Jul 22 18:58:39 UTC 2026","","","",""
"","1","lastlogon, lastlogontimestamp","Handling value formatting for Active Directory entity properties lastlogon, lastlogontimestamp, whencreated, and pwdlastset","Wed Jul 22 18:58:10 UTC 2026","passed","Wed Jul 22 18:58:10 UTC 2026","","","",""
"","377","toggles a nested graph data option off","GraphDataCheckboxes","Wed Jul 22 18:57:29 UTC 2026","passed","Wed Jul 22 18:57:29 UTC 2026","","","",""
"","0","returns false if value is +0","searchParams","Wed Jul 22 19:00:03 UTC 2026","passed","Wed Jul 22 19:00:03 UTC 2026","","isEmptyParam","",""
"","10","returns when label limit is reached","useTagLimits","Wed Jul 22 18:56:51 UTC 2026","passed","Wed Jul 22 18:56:51 UTC 2026","","","",""
"","18","should render skeletons for both cells while loading","LoadContainer","Wed Jul 22 19:01:44 UTC 2026","passed","Wed Jul 22 19:01:44 UTC 2026","","","",""
"","0","maps cypher 504 errors to timeout messaging","useExploreGraph","Wed Jul 22 18:57:43 UTC 2026","passed","Wed Jul 22 18:57:43 UTC 2026","","exploreGraphQueryFactory","",""
