"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestBoolFrom","2","TestBoolFrom","","Wed Jul 01 00:55:16 UTC 2026","passed","Wed Jul 01 00:55:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolFrom","TestBoolFrom"
"Test cases for TestNewFileService","2","TestNewFileService","","Wed Jul 01 00:56:02 UTC 2026","passed","Wed Jul 01 00:56:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestNewFileService","TestNewFileService"
"","507","disables the delete button and all checkboxes if the user lacks permission","DatabaseManagement","Wed Jul 01 01:01:33 UTC 2026","passed","Wed Jul 01 01:01:33 UTC 2026","","","",""
"","4","does not put polite messages in the assertive region","AnnouncementProvider","Wed Jul 01 00:58:57 UTC 2026","passed","Wed Jul 01 00:58:57 UTC 2026","","","",""
"Test cases for TestResources_DeleteExtension","70","TestResources_DeleteExtension","","Wed Jul 01 00:55:10 UTC 2026","passed","Wed Jul 01 00:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteExtension","TestResources_DeleteExtension"
"Test cases for TestNewDefaultFileServices","6","TestNewDefaultFileServices","","Wed Jul 01 00:55:24 UTC 2026","passed","Wed Jul 01 00:55:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/storage/TestNewDefaultFileServices","TestNewDefaultFileServices"
"","161","should display","GenericErrorBoundaryFallback","Wed Jul 01 01:01:12 UTC 2026","passed","Wed Jul 01 01:01:12 UTC 2026","","","",""
"","1","floors DateTime objects to the nearest minute","floorToNearestMinute","Wed Jul 01 01:00:21 UTC 2026","passed","Wed Jul 01 01:00:21 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthTokens_DBError","0","TestManagementResource_ListAuthTokens_DBError","","Wed Jul 01 00:55:39 UTC 2026","passed","Wed Jul 01 00:55:39 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_DBError","TestManagementResource_ListAuthTokens_DBError"
"Test cases for TestIngestControl_FetchRetainedIngestFiles","14","TestIngestControl_FetchRetainedIngestFiles","","Wed Jul 01 00:55:02 UTC 2026","passed","Wed Jul 01 00:55:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/tools/TestIngestControl_FetchRetainedIngestFiles","TestIngestControl_FetchRetainedIngestFiles"
"","71","does not display notification when user has GRAPH_DB_INGEST_READ permission","FileIngest","Wed Jul 01 00:59:34 UTC 2026","passed","Wed Jul 01 00:59:34 UTC 2026","","","",""
"Test cases for TestStringScan","0","TestStringScan","","Wed Jul 01 00:55:16 UTC 2026","passed","Wed Jul 01 00:55:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringScan","TestStringScan"
"","0","fails for empty password","testPassword","Wed Jul 01 01:01:04 UTC 2026","passed","Wed Jul 01 01:01:04 UTC 2026","","","",""
"Test cases for TestDefaultRateLimitMiddleware","8","TestDefaultRateLimitMiddleware","","Wed Jul 01 00:55:02 UTC 2026","passed","Wed Jul 01 00:55:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestDefaultRateLimitMiddleware","TestDefaultRateLimitMiddleware"
"Test cases for TestResources_UpdateAssetGroupSelectors_SuccessOwned","0","TestResources_UpdateAssetGroupSelectors_SuccessOwned","","Wed Jul 01 00:55:10 UTC 2026","passed","Wed Jul 01 00:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupSelectors_SuccessOwned","TestResources_UpdateAssetGroupSelectors_SuccessOwned"
"Test cases for TestHandlers_GetNodeByID","2","TestHandlers_GetNodeByID","","Wed Jul 01 00:56:07 UTC 2026","passed","Wed Jul 01 00:56:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/graphdb/internal/handlers/TestHandlers_GetNodeByID","TestHandlers_GetNodeByID"
"Test cases for TestResources_SearchHandler_ETAC","15","TestResources_SearchHandler_ETAC","","Wed Jul 01 00:55:10 UTC 2026","passed","Wed Jul 01 00:55:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchHandler_ETAC","TestResources_SearchHandler_ETAC"
"","60","includes all traversable OpenGraph edges in their own category when they are available via the API","useEdgeCategories","Wed Jul 01 00:58:03 UTC 2026","passed","Wed Jul 01 00:58:03 UTC 2026","","","",""
"","624","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and user role is selected","CreateUserForm","Wed Jul 01 00:56:26 UTC 2026","passed","Wed Jul 01 00:56:27 UTC 2026","","","",""
"","763","displays must be new password error messages when current password is the same as new password","PasswordDialog","Wed Jul 01 00:56:32 UTC 2026","passed","Wed Jul 01 00:56:33 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthTokens_InvalidColumn","0","TestManagementResource_ListAuthTokens_InvalidColumn","","Wed Jul 01 00:55:39 UTC 2026","passed","Wed Jul 01 00:55:39 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_InvalidColumn","TestManagementResource_ListAuthTokens_InvalidColumn"
"","1112","when user performs a single node search, the selected node carries over to the `start node` input field on the pathfinding tab","ExploreSearch interaction","Wed Jul 01 01:01:42 UTC 2026","passed","Wed Jul 01 01:01:43 UTC 2026","","","",""
